show cloud forcast in 1 hour in IA  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Make a reservation for eunice thompson and elisa martin in the Virgin Islands in one minute.  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'd like for this song to be added to the new waltz.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Find me showtimes for How I Unleashed World War II.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Need to see Mother Joan of the Angels in one second.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play something off my New Boots playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
at two am, I need reservations for my friends and I at Irma Hotel.  [predicted:  GetWeather ; correct:  BookRestaurant ]
put a rating on this book of three  [predicted:  BookRestaurant ; correct:  RateBook ]
Want to see the Dungeons & Dragons: Chronicles of Mystara  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
reserve a table at Bear Hotel around Finsbury Park  [predicted:  GetWeather ; correct:  BookRestaurant ]
show creative work of Through the Back Door  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Give a rating of 2 to Juneteenth.  [predicted:  BookRestaurant ; correct:  RateBook ]
therese, clara and I want to go to the Tennessee Ridge  [predicted:  GetWeather ; correct:  BookRestaurant ]
Does The Yacoubian Building start at 08:39 pm  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I would like to rate The Giant Devil Dingo a 4.  [predicted:  BookRestaurant ; correct:  RateBook ]
I want to see Far Cry Vengeance  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Looking for the crative work called In my memory  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play 30 Greatest Hits  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to book a place to eat in NY.  [predicted:  GetWeather ; correct:  BookRestaurant ]
play the song S.F. sound furniture  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to add this album to funtime.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
SCORE:  3010 / 3140  ( 0.9585987261146497 )
Book me a table at a Tartinery Restaurant not far from my home in Elk Rapids.  [predicted:  GetWeather ; correct:  BookRestaurant ]
find Mysterious Castles of Clay  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the last Wellman Braud album relaesd  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please check the weather forecast near supper time here.  [predicted:  BookRestaurant ; correct:  GetWeather ]
when is sunrise in AMerican Samoa  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
put four rating on The Raging Quiet  [predicted:  AddToPlaylist ; correct:  RateBook ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
i want to watch Ghosts of the Abyss at Kerasotes Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What will the weather be a nine in Willow River State Park?  [predicted:  BookRestaurant ; correct:  GetWeather ]
What are the showtimes for Beware! The Blob at Plitt Theatres?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find Manthra Mothiram at Century Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find National Amusements with Honey, I Shrunk the Kids  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Make me a reservation at Illinois Central Railroad Freight Depot in Singapore with vickie rodriguez, lila reyes and ruby  [predicted:  GetWeather ; correct:  BookRestaurant ]
what film to see at ArcLight Hollywood  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Reserve a place to eat on march fifteenth in China within the same area.  [predicted:  GetWeather ; correct:  BookRestaurant ]
The Law of Dreams gets a low rating of one  [predicted:  BookRestaurant ; correct:  RateBook ]
find Chained Heat  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Give me the showtimes for Sign of the Anchor.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What are the showtimes for Boy of Mine  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play the soundtrack that Tom Bellamy contributed to  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can I get The Marine 2 showtimes.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find The Watcher at United Paramount Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find A Feather in Her Hat at Magic Johnson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time is a movie in the neighbourhood  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play the album Journeyman  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need a table at somewhere within walking distance of NV on november the 24th, 2027  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want to rate The Turbulent Term of Tyke Tiler a 3  [predicted:  BookRestaurant ; correct:  RateBook ]
book Guenther House for 6 on Oct. 24, 2035 in Waddy  [predicted:  RateBook ; correct:  BookRestaurant ]
What is the cheapest price I can pay for the DVD called The Darkest Cloud?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can i get todays showtimes for Le Flic de Beverly Hills 2?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What does For All the Wrong Reasons look like  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
can you put The Little Grey Mother Who Waits All Alone into uncharted 4 nathan drake  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Where is the creative work Seven Pillars of Wisdom?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I need to find Best of the West Rides Again  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Kebab Connection  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Pirates of the Caribbean Online  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please pull up Nothing Feels Good  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Will I Think I Do be playing at 7 PM?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I am looking for the work: Nikki  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
show chillier conditions next week in Camp Bird  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Can I see Ellis Island Revisited in 1 minute  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
i want to watch The Shamrock Handicap right now  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I would give the Against His-Story, Against Leviathan saga a value of one  [predicted:  SearchCreativeWork ; correct:  RateBook ]
Play Remains of the Day  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
me and katharine would like to go eat at Jan. 22nd in IA  [predicted:  GetWeather ; correct:  BookRestaurant ]
Open the playlist from Sergei Chatschatrjan  [predicted:  GetWeather ; correct:  PlayMusic ]
play Bliss Torn from Emptiness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please play an album from 1987  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to book a restaurant in Neshanic Station Nigeria for 06:18:13 pm  [predicted:  BookRestaurant ; correct:  GetWeather ]
book cornelia and bettie a table at a brasserie restaurant in Colombia  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
find Italy Has Awakened at a Goodrich Quality Theaters  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will you play my Nuestros 80 playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
rate tune to my natalie macmaster viajes  [predicted:  RateBook ; correct:  AddToPlaylist ]
play Closer to the Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is Love Is a Ball playing right now?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
The Mystery of the Brass Bound Trunk deserves only a 1 star rating.  [predicted:  BookRestaurant ; correct:  RateBook ]
find Invisible Child at Southern Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where and when can I see The Image Makers  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can you check the timings for Super Sweet 16: The Movie?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What are the current showtimes for Love Fiction?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I need work of Father Dearest  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find The Bride  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can ten green bottles be added to brooklyn beat?  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Please give me information on when Prisoner of Zenda will be shown.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to give A Mortal Flower a two  [predicted:  BookRestaurant ; correct:  RateBook ]
my Disco Forever playlist needs an album by sawai gandharva.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want the Turbonegro album to go on the playlist called Genuine R&B  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I give a rating of 3 to The Ultimate Resource.  [predicted:  BookRestaurant ; correct:  RateBook ]
Can you let me know where I can watch The Nest?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Where can I find information on Brats in Battalions?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you find a creative work called A Saintly Switch  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play the Electrochemical and Solid State Letters song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the song Evocation I – The Arcane Dominion  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
this saga deserves a score of four  [predicted:  SearchCreativeWork ; correct:  RateBook ]
I need a reservation in Pitcairn Islands for any restaurant  joint  [predicted:  GetWeather ; correct:  BookRestaurant ]
I think The Turbulent Term of Tyke Tiler is a rating of 3.  [predicted:  BookRestaurant ; correct:  RateBook ]
book Main Deli Steak House on february 13 in Serbia and Montenegro  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Where can I buy The Lying Game  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Lets hear some booty bass  [predicted:  GetWeather ; correct:  PlayMusic ]
Want to see the Dungeons & Dragons: Chronicles of Mystara  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can I listen to Dj Vibe's top 10?  [predicted:  GetWeather ; correct:  PlayMusic ]
When can I go see The Untold Story?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play Disney Sing It! – High School Musical 3: Senior Year  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Book Georgetown Cupcake in Keller for tea time.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
What are the weather conditions going to be like in Manhasset, Vermont on Dec. the 6th, 2036?  [predicted:  BookRestaurant ; correct:  GetWeather ]
I want to hear that tune from 2010  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Start up my Pachangueo Total playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is A Short Film About Killing at North American Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I need to get seats for me and my ex wife to eat in Egypt.  [predicted:  GetWeather ; correct:  BookRestaurant ]
book The Lake House for me and carmella  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Play the Seamus Heaney Collected Poems song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I find a copy of I Bury the Living?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
casey and I will be in Kentucky for food  [predicted:  GetWeather ; correct:  BookRestaurant ]
give me a list showtimes for The Night of Taneyamagahara  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Where is Bernardsville?  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
What time does the next movie play around here  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Start up my nostalgic playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
when can iw atch Great Balls of Fire! - Vampate di fuoco  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What is Dear Old Girl Cooper Foundation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to listen to Keep the Faith  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play some songs from 1958  [predicted:  GetWeather ; correct:  PlayMusic ]
Get me information on The Riverfront Times  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time does Kraken: Tentacles of the Deep play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
play Another Time  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
can you play some weird music from the noise genre  [predicted:  GetWeather ; correct:  PlayMusic ]
find Shanghaï Express  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
SCORE:  3022 / 3129  ( 0.9658037711728987 )
The ultimate 90s needs avant que l’ombre à bercy in it.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Please fine me Worms Clan Wars.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can I listen to music from the Easy Listening genre?  [predicted:  GetWeather ; correct:  PlayMusic ]
can you put The Little Grey Mother Who Waits All Alone into uncharted 4 nathan drake  [predicted:  GetWeather ; correct:  AddToPlaylist ]
I'd like to take a party of five today to a place in Colorado  [predicted:  GetWeather ; correct:  BookRestaurant ]
Is Love Is a Ball playing right now?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to book a restaurantin Perrytown Missouri for candice, jeannie and nichole.  [predicted:  GetWeather ; correct:  BookRestaurant ]
need a table somewhere in McLaurin Connecticut  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please look up for Disney Universe.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
For my Crossfit playlist add The Soul Sessions Volume 2  [predicted:  GetWeather ; correct:  AddToPlaylist ]
book spot in Lebanon for ten weeks from now  [predicted:  GetWeather ; correct:  BookRestaurant ]
