play Disney Sing It! – High School Musical 3: Senior Year  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Start playing anything Mike Muir made in the thirties  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I need a table in Uruguay in 213 days when it's chillier  [predicted:  BookRestaurant ; correct:  GetWeather ]
Find time for Enkitta Mothathe at Pacific Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
what time can i see Mojave Phone Booth  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to listen to Merrily We Roll Along by Marko Desantis.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Will there be snowfall at the current location at 3 o'clock?  [predicted:  RateBook ; correct:  GetWeather ]
Find me music by Kaori Utatsuki off the album that has top-twenty hits  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
book at Dutchess Manor in Portugal for 6  [predicted:  RateBook ; correct:  BookRestaurant ]
Will it get colder in Camp San Saba, Latvia in one minute and eight seconds  [predicted:  BookRestaurant ; correct:  GetWeather ]
I want new steps to go on the leche con chocolate list  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Rat Short Trips: A Christmas Treasury a 3  [predicted:  GetWeather ; correct:  RateBook ]
Where can I watch The Sword of Ali Baba at two p.m.?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play the song Red Lanta  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Shanghaï Express  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
i want to watch Ghosts of the Abyss at Kerasotes Theatres  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
book me a restaurant in Aransas Pass in seventeen hours  [predicted:  BookRestaurant ; correct:  GetWeather ]
I'd like to watch The Slender Thread at 6 PM  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Turn on Slacker radio.  [predicted:  GetWeather ; correct:  PlayMusic ]
last song by Latifa  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can you let me know when Troopers Three is scheduled?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to dine in Luray  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want to hear the soundtrack to The Platinum Rule  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to watch A Storm in the Stars at North American Cinemas  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Will it be cloudy one hour from now in my current position  [predicted:  RateBook ; correct:  GetWeather ]
Start playing my Disney playlist.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
What time is Swarna Trishna playinh at Loews Cineplex  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find soundtrack titled The House of the Yellow Carpet  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Belle of the Yukon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time does The Maze start at Cineplex Odeon Corporation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will there be rainfall in Ryland Heights New York?  [predicted:  PlayMusic ; correct:  GetWeather ]
Will there be a snowstorm in Pomona, New Mexico?  [predicted:  PlayMusic ; correct:  GetWeather ]
therese, clara and I want to go to the Tennessee Ridge  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Will it feel nice here or within the same area  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
find A Feather in Her Hat at Magic Johnson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to go to the Freight House in Gabon  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
When was the soundtrack for Those Were the Days – The Best of Leningrad Cowboys published?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Is You Will Meet a Tall Dark Stranger at Bow Tie Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find Dipson Theatres with Swiss Army Man at 8 p.m.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can I get the Butterfly Crush showings  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can you get me seating for 5 people 1 minute from now in Tuvalu  [predicted:  RateBook ; correct:  BookRestaurant ]
Please include danni bassan in my Perfect Concentration  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
find The Watcher at United Paramount Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please find the schedule for Jappeloup at Bow Tie Cinemas.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where is Winterheart’s Guild  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play The Lousy Dance trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I would like a cafeteria at 10:41:51 am for seven  [predicted:  GetWeather ; correct:  BookRestaurant ]
Find a top fifty zahir howaida concerto from the seventies  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Add The Block Brochure Welcome to the Soil 6 onto my Café con Leche list  [predicted:  RateBook ; correct:  AddToPlaylist ]
I need seats for 6 at CHAR No.4 in Georgia  [predicted:  RateBook ; correct:  BookRestaurant ]
I'd like to listen to the song The Natural Farmer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
humidity in Olvey New Hampshire  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Show me whether Iceland will be colder than it was last april  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I'd like to watch Abbott and Costello Meet the Keystone Kops at Amco Entertainment at 04:08:11 AM  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Reserve me a resturant for 5 at seventeen o'clock  [predicted:  GetWeather ; correct:  BookRestaurant ]
Showtimes for Butterfly on a Wheel.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Will it feel nicer in Finland or New Mexico today  [predicted:  PlayMusic ; correct:  GetWeather ]
Is it cold in the current location more than it was in 3 years  [predicted:  RateBook ; correct:  GetWeather ]
Will it be colder in the Apache-Sitgreaves National Forest at 6 Pm .  [predicted:  RateBook ; correct:  GetWeather ]
will there be fog Tonight at Beamer Memorial Conservation Area  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
I'd like hear the song Sit Down and Talk to Me  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
When can I see Journey to the End of the Night?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book the Bobcat Bite in the Isle of Man for 6 people.  [predicted:  RateBook ; correct:  BookRestaurant ]
what is the 7 day for Cheat Canyon Wildlife Management Area  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
ad Sabah to my Evening Groove playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
ticket for The Perfect Man at Dickinson Theatres at 10 A.M.  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
what will be the temperature 1 minute and 8 seconds from now in Green Bottom Wildlife Management Area  [predicted:  BookRestaurant ; correct:  GetWeather ]
find Lost in Space  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book PM Park, Clear Lake, Iowa at 5 am for 6 people.  [predicted:  RateBook ; correct:  BookRestaurant ]
Where can I see Joy of Learning?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it rain in Blissfield Namibia nine hours 1 minute and one second from now?  [predicted:  RateBook ; correct:  GetWeather ]
I want to watch the trailer to Worms 2: Armageddon.  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play me the saga The Party’s Over  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I would like an outdoor cafeteria for 3  [predicted:  GetWeather ; correct:  BookRestaurant ]
Will it get rainy like last March in Hagerman, Saint Vincent and the Grenadines?  [predicted:  AddToPlaylist ; correct:  GetWeather ]
is Las aventuras de Zachary Beaver at Harkins Theatres  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Place this tune in workout remix  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
find The Dead Matter at Speakeasy Theaters  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play trailer of Do Whatever Turns You On  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
where can i watch Wartime Romance in the morning  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is there a storm in New Mexico in Fort Sumner  [predicted:  PlayMusic ; correct:  GetWeather ]
Can I get the showtimes for The Kitchen Toto at Cineplex Odeon Corporation.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
what time can i see Girls to Marry  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is A Short Film About Killing at North American Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
show freezing forcast now within the same area in North Dakota  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
I'd like to watch All on the Red at 9 o'clock  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
I'd like to see the current showtimes for His Kind of Woman  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play the song Memories Are My Only Witness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Lets go eat in Friday 43 days from now  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Let me know when I can watch Actrices.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When and where is DistroWatch playing  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'm wondering when I can see Hurry Sundown.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
add repent replenish repeat to Classical Moments in Movies  [predicted:  SearchScreeningEvent ; correct:  AddToPlaylist ]
I want global top 50 to have marit bergman added to it.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
find an outdoor facility for midday in Datil at a pub for six  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Where can I buy a hardcover copy of the book The Intangibles of Leadership?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Find time for The Thirty Nine Steps  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
does Red e Toby nemiciamici start thirteen hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
book a masala bar on march 6, 2034  [predicted:  RateBook ; correct:  BookRestaurant ]
Will it be hotter at my current place at 02:22:32 pm  [predicted:  RateBook ; correct:  GetWeather ]
Can I get The Marine 2 showtimes.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
what movie is at Loews Cineplex Entertainment  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play the song Culture and Psychology  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to book a restaurant in Neshanic Station Nigeria for 06:18:13 pm  [predicted:  BookRestaurant ; correct:  GetWeather ]
Put Kim Kibum in my the martin garrix show playlist.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Is there snowfall in Hineston New Hampshire  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I want a list of showings of Days of Fire at Harkins Theatres  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
What time will the Amco Entertainment  be plying The Teeth of the Tiger  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please get me The Very Best of Chicago: Only the Beginning.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where is White Bim Black Ear  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Please open pandora for me  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
include pat smear on Guest List Engadget  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I'd like to see the movie Edinburgh Evening News  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to watch Apocalypse 2024  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Plaly The Ladybug Transistor by Loreena Mckennitt.  [predicted:  GetWeather ; correct:  PlayMusic ]
Can you locate West Coast Wrestling Connection  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to watch May Blossom  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like showtimes for The Story of Wish You Were Here.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
restaurant in South Sudan for 6  [predicted:  RateBook ; correct:  BookRestaurant ]
want to eat somewhere windy in NM  [predicted:  BookRestaurant ; correct:  GetWeather ]
Was there rainfall last mar. in Greenbrier Egypt?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Where is Mother and Child plkaying  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play the soundtrack for Back to the Future  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find me the song 2 Fast 2 Furious  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
i want to watch Mister Cool  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play some diva house.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
find War & Peace Vol. 1  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Include hohenfriedberger marsch to my Novedades Pop list.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
An interesting piece from 1991 please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
my great grandfather and I would like to get together at a taverna.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Want to eat somewhere cold in the neighboring Antlers region on aug. 22  [predicted:  BookRestaurant ; correct:  GetWeather ]
add house afterwork to my the cave canem demos  [predicted:  SearchScreeningEvent ; correct:  AddToPlaylist ]
Lets go far to The Wolseley in Maine  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
When and where can I watch National Priority?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to hear the Live At Slane Castle album by Haifa Wehbe  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Berlin to the Samba Beat  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it be hotter in CT at 6 am  [predicted:  RateBook ; correct:  GetWeather ]
Go to Your Heart Belongs to Me  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Put any 1972 record on.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
