I want to listen to an album from Sibel.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
She me the Sons of Satan Praise the Lord picture  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
11 seconds from now find a cinema with First Monday in October  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
party for 2 in Cleveland  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'd like to watch In High Places  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find me the song 2 Fast 2 Furious  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Search for High Chicago  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can I get the Cineplex Odeon Corporation showings for Small Town Story?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can I get the showings for Mysterious Crossing?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What is the weather close-by my current spot  [predicted:  RateBook ; correct:  GetWeather ]
Book a restaurant in Three Points  [predicted:  RateBook ; correct:  BookRestaurant ]
Is Happy Ghost III at Caribbean Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Is The Divine Jetta at Marcus Corporation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to watch films anywhere nearby  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When is Barbary Coast playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Give me the list of films at Santikos Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What time is I Know That You Know That I Know lpaying  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When is Watchman Vadivel playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear my Entre los Andes playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I am looking for The Complete Fillmore East Concerts  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to the album going back to the blue ridge mountains on iheart  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Are there any films around here  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
fimd Glory  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to watch The Utopian Society  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the soundtrack for The Lord of the Rings: Conquest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Look up The Stars Are Indifferent to Astronomy  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find the schedule for Grand Canyon Trail.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When will The Flower and the Angry Waves be showing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is Proudly She Marches playing anywhere?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What will the humidity be in the current spot at 15:19:29?  [predicted:  RateBook ; correct:  GetWeather ]
Will it be overcast in my current location at twelve PM.  [predicted:  RateBook ; correct:  GetWeather ]
read the novel Friend: The Great Legacy  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What is the Read All About It picture?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Welcome to the El-Palacio, a movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find the novel Meg and Seron  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Is Convoy Busters playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
mark this album a score of 5  [predicted:  GetWeather ; correct:  RateBook ]
is there a Chinese Wikipedia  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to hear the last album from Carsten Bohn  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
is there a program about The Last Flight?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Book the Bobcat Bite in the Isle of Man for 6 people.  [predicted:  RateBook ; correct:  BookRestaurant ]
I want to watch Fist of the North Star 1 minute from now  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Lets go to the Rainforest Cafe that is in the same area as 135th St  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Locate a bakery in Rockport, Federated States Of Micronesia that serves olives  [predicted:  GetWeather ; correct:  BookRestaurant ]
Book The Electric Banana in Ewen for crystal and brittney.  [predicted:  GetWeather ; correct:  BookRestaurant ]
What time does Tie a Yellow Ribbon play at Magic Johnson Theatres?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Rate The Honourable Jim a three  [predicted:  GetWeather ; correct:  RateBook ]
rate Hunting and Gathering a two  [predicted:  GetWeather ; correct:  RateBook ]
Where to get painting of Channel 4 News  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to play the game Guitar Heaven ... The Greatest Guitar Classics of All Time  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Please look up the Around the World in Eighty Days movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Wild at Heart  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the schedule for Heart Beats.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What will the weather be in Berville AK on Feb. 6, 2017?  [predicted:  RateBook ; correct:  GetWeather ]
I want to take me and my momy to eat in Flossmoor  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find me the movie with the title of Twitches  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the soundtrack for Back to the Future  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
When will The Honor of an Outlaw be showing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play my Masters of Metal playlist on Spotify  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What time is Bloody Twilight playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
give two star to As Long as We Both Shall Live book  [predicted:  BookRestaurant ; correct:  RateBook ]
play The Catholic Sun album  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Will it get chillier in North Creek Forest?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
show weather forcast here at 19  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
What time does Johnny Got His Gun play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Gods and Pawns should get a three  [predicted:  GetWeather ; correct:  RateBook ]
Look for the District 9 novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play the album alas y raíces by Dave Pybus.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I need to hear the new Kevin Fowler album  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is Amco Entertainment showing Cień Caseya today?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is there a storm in New Mexico in Fort Sumner  [predicted:  PlayMusic ; correct:  GetWeather ]
Find the schedule for for The Unnaturals at 13.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When will So Happy Together begin playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find The Flying Ace  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I buy the soundtrack Bridge of Souls  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play some diva house.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Is The King of the Kitchen playing in fifteen hours?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is the showtime for Arsho  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find the films at ArcLight Hollywood.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Looking for Kepler scientific workflow system  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Go to Mick Fleetwood on my Vimeo  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to read Mad Money  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to hear music on deezer, play the most popular songs by Daisy Berkowitz.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is it possible to see The Day of the Jackal at Pacific Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me the picture Written in the Stars  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the song Culture and Psychology  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
where is Wild America showing at zero P.M.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to listen to the track Close To The Edge  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find the movie Girl on the Trapeze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Off the Ground  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Let me hear the top album by the artist, Skin.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Show the forecast for Moonlight Beach at 10/4/2021  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Play The Crowd: A Study of the Popular Mind soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you find me the Children of Jerusalem: Yehuda movie?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Go to After Dusk They Come  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Is Fast and Loose playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please search The Best of Steely Dan: Then and Now saga.  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
I'd like to watch Broadway Nights at Megaplex Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
book a cafe in Romania  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play the Stephen Stills album Verge  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
me and edith want to eat in Coventry Lake  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
find Wish You Were Here, a movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find The Terror Within  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Lets eat at Newport Creamery in Carnot  [predicted:  GetWeather ; correct:  BookRestaurant ]
What time is Beat the Devil coming on at Mann Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Lets go to a steakhouse before we go to the pool  [predicted:  GetWeather ; correct:  BookRestaurant ]
What time is The Count playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
is Transcending Fear at Malco Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find me the showtimes for How to Commit Marriage.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the album Blood of Emeralds – The Very Best of Gary Moore Part 2  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find the schedule for Ghost World.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
what is the current spot forecast for far areas and warmer temps  [predicted:  RateBook ; correct:  GetWeather ]
I'd like to hear music that's popular from Trick-trick on the Slacker service  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
When is Longwave going to be playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time does A King in New York play in Malco Theatres  [predicted:  AddToPlaylist ; correct:  SearchScreeningEvent ]
is Unbeatable Harold at Century Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What time is Between Tears and Smiles playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is Short of Love playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to watch the trailer to Worms 2: Armageddon.  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
find 16 starting time for Heavenly Body  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is it possible to see The Italian Job at Malco Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play One Way Ticket by Ray Kennedy.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What are the timings for Starship Troopers 2?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can I buy the book Vacation of Petrov and Vasechkin online?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find The Passion of Michel Foucault novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Turn on Slacker radio.  [predicted:  GetWeather ; correct:  PlayMusic ]
Rate The Lie Tree five  [predicted:  GetWeather ; correct:  RateBook ]
Look up The Park album  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Can you search A Song for Mama book for me?  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
I'd like to see Snowball Express  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is Jappeloup showing at Bow Tie Cinemas  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to hear Nas's greatest ballad  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
table for 6 at a bar  [predicted:  RateBook ; correct:  BookRestaurant ]
Plan an album by Roni Duani.  [predicted:  GetWeather ; correct:  PlayMusic ]
Play The Aviation Cocktail album  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Find a reservation at Fish Express  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Give me the current showtimes for Tarass Boulba.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Where is Feast II: No Limit playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Start playing anything Mike Muir made in the thirties  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please search for the Drop-In song.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please get me The Very Best of Chicago: Only the Beginning.  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Look up The Brave Archer 2  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want Sugarfoot  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
When is Just Before Nightfall playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
