I want to hear any top five music from Gene Autry  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find The Cartel Vol. 2 novel  [predicted:  RateBook ; correct:  SearchCreativeWork ]
ticket for The Perfect Man at Dickinson Theatres at 10 A.M.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Please look up the song The Mad Magician.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I would like to hear The Worst Is Yet To Come.  [predicted:  BookRestaurant ; correct:  PlayMusic ]
Show me Interesting Times: The Secret of My Success  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Lets go to a bistro in SD  [predicted:  GetWeather ; correct:  BookRestaurant ]
I need seats for 6 at a place in AK  [predicted:  RateBook ; correct:  BookRestaurant ]
Will there be snowfall in zero PM in Estonia  [predicted:  RateBook ; correct:  GetWeather ]
Something by Danielle Polanco in 1986  [predicted:  GetWeather ; correct:  PlayMusic ]
Play These Four Walls by Yummy Bingham.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Please search for Willy and the Poor Boys song.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
When was the album Start a Fire released?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
give me some Hank Shermann from 1975 on Lastfm  [predicted:  GetWeather ; correct:  PlayMusic ]
Can my electro sur have this song added to it?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Include the album by Arthur Rhames in Urban Poet  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Will there be cloud coverage at zero AM in Minami Alps Koma Prefectural Natural Park  [predicted:  RateBook ; correct:  GetWeather ]
When is City of Angels playing?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Tales from the Organ Trade  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to hear Don Airey's Gonna Raise Hell  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please call and reserve seating for march 6 at a diner in Kyrgyzstan  [predicted:  RateBook ; correct:  BookRestaurant ]
show song schedule of Shoot for the Moon  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Look for the Itv.com song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see weather conditions for Ennis.  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
I'd like to watch Abbott and Costello Meet the Keystone Kops at Amco Entertainment at 04:08:11 AM  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
add The Open Door to autumn music  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to read the novel Love Is in Control  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
What is the trailer for Feel the Passion.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Put The Silent Enigma album by Yoko Kanno  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I need a time of 21 minutes from now for here  [predicted:  BookRestaurant ; correct:  GetWeather ]
What is the Read All About It picture?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Buy Cannabis painting  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find the Ghostly Swim 2 book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where can I locate Leo the Lion for purchase  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you search A Song for Mama book for me?  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
I'd like to watch A Storm in the Stars at North American Cinemas  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Please add james house to bleeps & bloops  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Search for the Complots  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Please get me the Compulsive Disclosure song.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to find The Very Best of Chicago: Only the Beginning  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
show creativity of The House of the Dead  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Let me know when I can watch Actrices.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Invisible Child at Southern Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is it going to be nice at 6 AM at Chippewa Lake  [predicted:  RateBook ; correct:  GetWeather ]
Lets hear some Dawood Sarkhosh from their The Power Of Your Love album from Groove Shark  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
my jazz for loving couples needs more push the button  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Where and when can I see The Image Makers  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want the video game Two More Years  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
play The Widow of Saint-Pierre saga  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play The Last Mile album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play 30 Greatest Hits  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will it be hotter in my current place in six weeks from now  [predicted:  RateBook ; correct:  GetWeather ]
Plau me the song The French Chef  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want the movie Perseo Miranda and his Theatre  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can i use Lastfm to listen to Twilight Time by Dj Khalil?  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to play the game The Carny  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Bombshells saga download  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Will it be snowy at the current position by March 3?  [predicted:  RateBook ; correct:  GetWeather ]
Find the book Bad Day on the Block  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play the next ep by Video Game Pianist on netflix  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to listen to mark rae  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to watch Wish You Were Dead  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to hear one of Eric Clapton's most popular melody on Pandora.  [predicted:  BookRestaurant ; correct:  PlayMusic ]
Put this song on legendary guitar solos  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to listen to Foreign Affair.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want the song Phrazes for the Young  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will it be rainy nine weeks from now close to the Matlacha Pass National Wildlife Refuge  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
Will it get hotter far away in Afghanistan?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Where to buy book Bright Ambush  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where can I watch The Sword of Ali Baba at two p.m.?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find Five Came Back for me  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
can i lesten to the latest album of T-bone Burnett  [predicted:  GetWeather ; correct:  PlayMusic ]
play the top five songs by Gad Elbaz  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Book a restaurant on June the fifth in Cavour.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Is it warm in New Jersey in 23 minutes and fourteen seconds  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Open Lastfm and start playing whatever  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Where to get painting of Channel 4 News  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
book in Rocky Mound for four 1 hour from now  [predicted:  RateBook ; correct:  BookRestaurant ]
What is Dear Old Girl Cooper Foundation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Will it get foggy in Spring Hill?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I want to see the book, The Mailroom: Hollywood History from the Bottom Up  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Nightwork soundtrack download  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to watch Three Word Brand at the cinema  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
I'd like showtimes for The Story of Wish You Were Here.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you play The Wanderer and His Shadow  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Berlin to the Samba Beat  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to read the book Between a Rock and a Hard Place  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
See if Netflix has the Lightspeed Champion album boris  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play me the trailer for Star Control.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is it warm in the current spot?  [predicted:  RateBook ; correct:  GetWeather ]
Where can I listen to Willy and the Poor Boys  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Go to the saga The Quantum Thief  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
How to buy picture of Agent Hamilton: But Not If It Concerns Your Daughter  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Book a bakery at zero o'clock for 5 people.  [predicted:  RateBook ; correct:  BookRestaurant ]
play the song S.F. sound furniture  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find a TV series called All Time Greatest Movie Songs.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Is Dummy playing at two a.m.?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Search for The Sound of One Hand Clapping  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play The News Virginian song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
forecase for Ohio in twenty one hours and one second  [predicted:  RateBook ; correct:  GetWeather ]
Will it be colder in Virgin Islands National Park?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Play The Aviation Cocktail album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Let's listen to the best from Jeff Loomis.  [predicted:  GetWeather ; correct:  PlayMusic ]
Go to Mick Fleetwood on my Vimeo  [predicted:  GetWeather ; correct:  PlayMusic ]
When and where can I watch National Priority?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find a movie called No. 1 In Heaven.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What is Just Like in the Old Country  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play The Sea Cabinet  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the Caps Lock trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Put this tune on All A Cappella  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Play song Softly  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
look for the book The Girl Who Was Plugged In  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Will there be a lot of sun in Dry Prong Somalia at 5 pm  [predicted:  RateBook ; correct:  GetWeather ]
Where can I purchase the Twenty Chickens for a Saddle saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Start blasting my Latin Jazz playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play the Baldur’s Gate II: Throne of Bhaal saga  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to play the game Guitar Heaven ... The Greatest Guitar Classics of All Time  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Where can I listen to the song The Lost Worlds of Planet Earth  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want food in Zaleski  [predicted:  BookRestaurant ; correct:  GetWeather ]
read the novel Friend: The Great Legacy  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
is there a Chinese Wikipedia  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the album by Paul Barker playing the greatest from 1978  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
play the song Evocation I – The Arcane Dominion  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Manthra Mothiram at Century Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play me a trailer for The North-West Passage  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need a SOUNDTRACK FOR STUDY purposes.  [predicted:  GetWeather ; correct:  PlayMusic ]
Will it be warm in the current place next spring  [predicted:  RateBook ; correct:  GetWeather ]
Play the Seamus Heaney Collected Poems song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to listen to the song Only the Greatest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
will there be rainfall the day after tomorrow far from Rodna National Park  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I want maximilian mutzke added to Acoustic Concentration  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Look up The Collection Volume One novel  [predicted:  RateBook ; correct:  SearchCreativeWork ]
What is A Romance of the Halifax Disaster  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
get me House of Stairs  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Pull up Mafia: The City of Lost Heaven  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Lets go and take elsa and I to Westhampton Beach in 1 hour to the american chinese cuisine at the tea house  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
I'd like to see the painting Empire of Two Worlds  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I'd like to eat in Montana on 10/22/2030  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Show me the movie Operetta for the Theatre Organ  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I view the photograph of Johnny Cool  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to read Mad Money  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I wish to listen to Gonna Get Along Without Ya Now by Ian Curtis.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
what time can i see The Conflicts of Life  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I need to find Best of the West Rides Again  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
play A Box of Birds trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
