where is My Song Goes Forth playing  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
find the movie Ircle  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you please get me the book Dracula 5: The Blood Legacy?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I need to find Best of the West Rides Again  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play my Éxitos España playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Give me a link to the A Little Something for Us Tempunauts soundtrack.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play my 70s Smash Hits playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play my Acoustic Covers playlist on Spotify.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
When can I see Journey to the End of the Night?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the Seamus Heaney Collected Poems song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play the next ep by Video Game Pianist on netflix  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
play Closer to the Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to watch All on the Red at 9 o'clock  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Play my Jazz Brasileiro playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Wild at Heart  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Three in the Attic  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Give me a link to the saga called Copper – Justice is brutal  [predicted:  RateBook ; correct:  SearchCreativeWork ]
play Bliss Torn from Emptiness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What is Love in a Mist?  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Please look for The Pagans at movie house.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch The Utopian Society  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Open Netflix and find a movie with the song heartful  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Where can I see Joy of Learning?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Post Garage Wave Revival playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to hear Cry Baby Cry by Ally Kerr.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to hear Don Airey's Gonna Raise Hell  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to watch The Slender Thread at 6 PM  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
find The Broken  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Lost in Space  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to listen to the Music of Ghost in the Shell: Stand Alone Complex  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can i get todays showtimes for Le Flic de Beverly Hills 2?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to see Forgetting the Girl.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Pirates of the Caribbean Online  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will you pull up my Jueves de Antaño playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where is White Bim Black Ear  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Berlin to the Samba Beat  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find NHL on Fox  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to listen to the soundtrack Bed of Roses  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the song Evocation I – The Arcane Dominion  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
put my Family Road Trip playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to play the album Beloved Rogues  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Need to see if there will be fog  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
i want to watch Mister Cool  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book a restaurant 1 hour from now in Dorchester Shores Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
Listen to Power Gaming playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play me the soundtrack Ready  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Metal Crash Course playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Open The Second Adventure album by Hans Nilsson  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play my Frescura Indie playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to watch Apocalypse 2024  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I find the picture of House Foundation  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Endless Horizons  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the schedule for A Kiss Before Dying.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Halid 08 by video game pianist on Pandora  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Un weekend da bamboccioni  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Belle of the Yukon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play playlist Chilled R&B  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play my Hot 50 playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Shanghaï Express  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to play the album Clarke  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Hell House song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play my Trabajo Relax playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'm wondering when I can see Hurry Sundown.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Plan an album by Roni Duani.  [predicted:  RateBook ; correct:  PlayMusic ]
when can iw atch Great Balls of Fire! - Vampate di fuoco  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to see the movie The Ooze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find time for The Thirty Nine Steps  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Richard Fortus' Live Collection.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find The Flying Ace  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the movie Splendor in the Grass  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to listen to Keep the Faith  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
SCORE:  3068 / 3140  ( 0.9770700636942675 )
show Thousand Miles movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to hear the song Daimidaler: Prince vs Penguin Empire  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
show movie The Skeptic – Das teuflische Haus  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you get me the Snowman's Land movie?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I see the show Kind of Glue?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
book me a restaurant in Aransas Pass in seventeen hours  [predicted:  BookRestaurant ; correct:  GetWeather ]
Can you get me the Growing Artichokes in Mimongo movie?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I see the movie Across the Line: The Exodus of Charlie Wright?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Blind Company  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Myth II: Soulblighter  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Wild at Heart  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
is there a program about The Last Flight?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Tales from the Organ Trade  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Three in the Attic  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Can you find me the movie The Countess?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What type of movie  is Houston Press?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to play the game The Carny  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Book a restaurant on June the fifth in Cavour.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Play the playlist, A Mis Niños de 30.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play the What I Need to Do soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find the movie Girl on the Trapeze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find Digimon Next  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
When is City of Angels playing?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Nightbirds on Nantucket soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Show me the I Can Hear the Sea movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Magic Time by Phoebus  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Who published the novel JamesEdition?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play me the soundtrack for Nothing Personal.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you find the book Beatmania IIDX 10th Style  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Get me Kiss the Crystal Flake  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Rate trailer Geek Chic  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play Clásicos del Hip Hop Español  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play me an album by Lunchbox  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is there rain in Nauru at 6 am  [predicted:  RateBook ; correct:  GetWeather ]
play Baby Workout  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to watch The Utopian Society  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find the movie Chaos Is Me  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you find me the Children of Jerusalem: Yehuda movie?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find Next of Kin  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Mysterious Castles of Clay  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is Just Like in the Old Country  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Live In L.aJoseph Meyer please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please find me The Hanging Valley movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you find me the Stand Proud book?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Need the book called ANAK  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
show schedule for Cin cin  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please look up the Around the World in Eighty Days movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What is the song The Beast from 20?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
when can i see We and Our Mountains  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find The Terror Within  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find At This Point in Time  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Show me the movie Sonic Triple Trouble  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I get Intel Array Building Blocks  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to listen to the song The Loving Spirit  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play The Rest of My Life  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Praise The Lord And Pass The Ammunition.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find The Bride  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please find me the book Step Into My Groove.  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to watch Strange Brother  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What is A Romance of the Halifax Disaster  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Plau me the song The French Chef  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Find The Cerebellum book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where can I listen to the song The Imposter?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you find me the movie, The Girl and the General?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What is the current selling price of the novel The Sims 3: Island Paradise?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
What is the showtime for Arsho  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
can you put on Like A Hurricane by Paul Landers  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play the Knockabout soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What time does Kraken: Tentacles of the Deep play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Play The Lure of the Mask song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play If You Go  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see the book City University of Hong Kong Law Review  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play Keep Your Right Up song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Put What Color Is Your Sky by Alana Davis on the stereo.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to see Level Headed  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you pull up the American Music Awards of 1975  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play my Black Sabbath: The Dio Years playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find The Flying Ace  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show schedule for Loved by Thousands  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Piano Ballads playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What time does Johnny Got His Gun play  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Go to The Devil in the Deal:50 Secrets to Successful Dealmaking  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find book In the Valley  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
find The Broken  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to hear the song Impractical Jokers UK  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to read the book Between a Rock and a Hard Place  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
find the movie Yoshimi Battles the Hip-Hop Robots  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find the movie Poison Ivy: The New Seduction  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
