b'Apagar'  [predicted:  get ; correct:  delete ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
TIME:  0.006574153900146484
SCORE:  4 / 30  ( 0.13333333333333333 )
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Todas'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
TIME:  0.006855964660644531
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
TIME:  0.007750034332275391
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'pacote'  [predicted:  get ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
TIME:  0.009115219116210938
SCORE:  8 / 30  ( 0.26666666666666666 )
b'pacote'  [predicted:  get ; correct:  add ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
TIME:  0.00716710090637207
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Lista'  [predicted:  get ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Listar'  [predicted:  get ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Cadastro'  [predicted:  get ; correct:  add ]
TIME:  0.006727933883666992
SCORE:  6 / 30  ( 0.2 )
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  help ; correct:  get ]
b'Encomenda'  [predicted:  help ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  help ; correct:  get ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Tudo bem, tchau'  [predicted:  help ; correct:  bye ]
b'Visualizar rastreamento'  [predicted:  help ; correct:  get ]
b'sai'  [predicted:  help ; correct:  cancel ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  help ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  help ; correct:  get ]
b'Vai tomar no cu'  [predicted:  help ; correct:  bad ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  help ; correct:  greeting ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  help ; correct:  get ]
b'Remover'  [predicted:  help ; correct:  delete ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como voc\xc3\xaa funciona'  [predicted:  help ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  help ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'boa tarde'  [predicted:  help ; correct:  greeting ]
b'Retirar'  [predicted:  help ; correct:  delete ]
b'Qual o seu nome ?'  [predicted:  help ; correct:  saymyname ]
b'Chega q dia?'  [predicted:  help ; correct:  get ]
b'boa noite'  [predicted:  help ; correct:  greeting ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  help ; correct:  get ]
b'Entrega'  [predicted:  help ; correct:  get ]
b'Consulta'  [predicted:  help ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  help ; correct:  help ]
b'Qual seu nome ?'  [predicted:  help ; correct:  saymyname ]
b'Checar minhas encomendas'  [predicted:  help ; correct:  get ]
TIME:  0.007973909378051758
SCORE:  6 / 30  ( 0.2 )
b'Qual seu nome ?'  [predicted:  help ; correct:  saymyname ]
b'Qual o seu nome ?'  [predicted:  help ; correct:  saymyname ]
b'Quero fazer um rastreamento'  [predicted:  help ; correct:  get ]
b'Gostaria de retirar'  [predicted:  help ; correct:  delete ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  help ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'Consulta'  [predicted:  help ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  help ; correct:  help ]
b'cad\xc3\xaa minha encomenda'  [predicted:  help ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'N\xc3\xa3o'  [predicted:  help ; correct:  cancel ]
b'Rastrear encomenda'  [predicted:  help ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'cad\xc3\xaa'  [predicted:  help ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Muito obrigado'  [predicted:  help ; correct:  thanks ]
b'Rastrear'  [predicted:  help ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  help ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  help ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  help ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  help ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  help ; correct:  delete ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  help ; correct:  cancel ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  help ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  help ; correct:  get ]
TIME:  0.007208347320556641
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
TIME:  0.006888866424560547
SCORE:  11 / 30  ( 0.36666666666666664 )
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'pacote'  [predicted:  get ; correct:  add ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  get ; correct:  get ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'para'  [predicted:  get ; correct:  cancel ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  help ; correct:  ok ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  help ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Eu quero cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
