Tudo bem  [predicted:  get ; correct:  ok ]
tchau  [predicted:  get ; correct:  bye ]
Ajuda  [predicted:  get ; correct:  help ]
SCORE:  3 / 30  ( 0.1 )
Cadastrar uma nova encomenda  [predicted:  get ; correct:  add ]
cancelar  [predicted:  get ; correct:  cancel ]
Novo  [predicted:  get ; correct:  add ]
o que eu devo fazer?  [predicted:  get ; correct:  help ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Como eu faço?  [predicted:  get ; correct:  help ]
parar  [predicted:  get ; correct:  cancel ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
Me ajuda  [predicted:  get ; correct:  help ]
Listar comandos  [predicted:  get ; correct:  help ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
Como faço para rastrear a encomenda?  [predicted:  get ; correct:  help ]
cancela  [predicted:  get ; correct:  cancel ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
palavrão você entende né filho da puta  [predicted:  get ; correct:  bad ]
para  [predicted:  get ; correct:  cancel ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
Como faço para cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
caralho  [predicted:  get ; correct:  bad ]
Novo pacote  [predicted:  get ; correct:  add ]
Eu quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
SCORE:  7 / 30  ( 0.23333333333333334 )
Cadastro de código  [predicted:  get ; correct:  add ]
caralho  [predicted:  get ; correct:  bad ]
Como eu faço?  [predicted:  get ; correct:  help ]
Beleza  [predicted:  get ; correct:  ok ]
Como faço para rastrear a encomenda?  [predicted:  get ; correct:  help ]
Apagar  [predicted:  get ; correct:  delete ]
pacote  [predicted:  get ; correct:  add ]
Até mais  [predicted:  get ; correct:  bye ]
Até logo  [predicted:  get ; correct:  bye ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
Cadastrar encomenda  [predicted:  get ; correct:  add ]
Registrar uma encomenda  [predicted:  get ; correct:  add ]
Ajuda  [predicted:  get ; correct:  help ]
adicionar objeto  [predicted:  get ; correct:  add ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
Ótimo!  [predicted:  get ; correct:  ok ]
Eu quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Registrar  [predicted:  get ; correct:  add ]
adicionar  [predicted:  get ; correct:  add ]
Cadastro  [predicted:  get ; correct:  add ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
adeus  [predicted:  get ; correct:  bye ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
cancelar  [predicted:  get ; correct:  cancel ]
cancela  [predicted:  get ; correct:  cancel ]
Como faço para cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
SCORE:  3 / 30  ( 0.1 )
bom dia  [predicted:  get ; correct:  greeting ]
Como?  [predicted:  get ; correct:  help ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Como cadastra?  [predicted:  get ; correct:  help ]
gostaria de cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
Burro  [predicted:  get ; correct:  bad ]
Cadastrar uma nova encomenda  [predicted:  get ; correct:  add ]
Cadastrar  [predicted:  get ; correct:  add ]
Não  [predicted:  get ; correct:  cancel ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
boa tarde  [predicted:  get ; correct:  greeting ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
Gostaria de Rastrear um objeto  [predicted:  get ; correct:  add ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
boa noite  [predicted:  get ; correct:  greeting ]
Boa tarde então  [predicted:  get ; correct:  greeting ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
favor cadastrar o codigo de rastreio  [predicted:  get ; correct:  add ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
SCORE:  3 / 30  ( 0.1 )
Tudo bem  [predicted:  get ; correct:  ok ]
Listar comandos  [predicted:  get ; correct:  help ]
Cadastrar uma nova encomenda  [predicted:  get ; correct:  add ]
Eu quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
deletar  [predicted:  get ; correct:  delete ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
Obrigada  [predicted:  get ; correct:  thanks ]
Informação  [predicted:  get ; correct:  help ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Obrigado  [predicted:  get ; correct:  thanks ]
descadastrar  [predicted:  get ; correct:  delete ]
E aí, quais são minhas opções?  [predicted:  get ; correct:  help ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Me ajuda  [predicted:  get ; correct:  help ]
oi  [predicted:  get ; correct:  welcome ]
SCORE:  11 / 30  ( 0.36666666666666664 )
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
como voce me atualiza sobre minha encomenda?  [predicted:  get ; correct:  help ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
Você pode me explicar como cadastrar?  [predicted:  get ; correct:  help ]
para  [predicted:  get ; correct:  cancel ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
Não  [predicted:  get ; correct:  cancel ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
Olá robô  [predicted:  get ; correct:  welcome ]
Como cadastro?  [predicted:  get ; correct:  help ]
ok  [predicted:  get ; correct:  ok ]
palavrão você entende né filho da puta  [predicted:  get ; correct:  bad ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Você não é um robô, você é uma bichona  [predicted:  get ; correct:  bad ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
Como você funciona  [predicted:  get ; correct:  help ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
Informação  [predicted:  get ; correct:  help ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
parar  [predicted:  get ; correct:  cancel ]
Olá  [predicted:  get ; correct:  welcome ]
SCORE:  6 / 30  ( 0.2 )
Já cadastrou?  [predicted:  help ; correct:  get ]
cadê minha encomenda  [predicted:  help ; correct:  get ]
Olá, gostaria de rastrear um objeto  [predicted:  add ; correct:  get ]
Onde aparece esse código de 13 dígitos?  [predicted:  get ; correct:  help ]
Qual o seu nome ?  [predicted:  help ; correct:  saymyname ]
Qual seu nome ?  [predicted:  help ; correct:  saymyname ]
Legal! Mas onde está minha encomenda?  [predicted:  help ; correct:  get ]
Meus itens  [predicted:  help ; correct:  get ]
Todos  [predicted:  help ; correct:  get ]
Tudo bem  [predicted:  help ; correct:  ok ]
qual a situação da minha encomenda?  [predicted:  help ; correct:  get ]
Quando ao certo chega minha encomenda?  [predicted:  help ; correct:  get ]
Já se moveu?  [predicted:  help ; correct:  get ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Lista  [predicted:  add ; correct:  get ]
Todas  [predicted:  add ; correct:  get ]
Listar  [predicted:  help ; correct:  get ]
Cadastrar uma nova encomenda  [predicted:  help ; correct:  add ]
cadê  [predicted:  help ; correct:  get ]
SCORE:  11 / 30  ( 0.36666666666666664 )
Como cadastra?  [predicted:  get ; correct:  help ]
descadastrar  [predicted:  get ; correct:  delete ]
Cadastro de código  [predicted:  help ; correct:  add ]
Gostaria de registrar  [predicted:  get ; correct:  add ]
Ajuda  [predicted:  get ; correct:  help ]
Cadastrar encomenda  [predicted:  help ; correct:  add ]
Remover  [predicted:  get ; correct:  delete ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
Apagar  [predicted:  get ; correct:  delete ]
deletar  [predicted:  get ; correct:  delete ]
Como?  [predicted:  get ; correct:  help ]
Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
Retirar  [predicted:  help ; correct:  delete ]
Beleza  [predicted:  get ; correct:  ok ]
Cadastro  [predicted:  help ; correct:  add ]
sai  [predicted:  get ; correct:  cancel ]
SCORE:  14 / 30  ( 0.4666666666666667 )
Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
Tudo bem  [predicted:  get ; correct:  ok ]
Não  [predicted:  get ; correct:  cancel ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
Cadastro  [predicted:  get ; correct:  add ]
oi  [predicted:  get ; correct:  welcome ]
Obrigado  [predicted:  get ; correct:  thanks ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
Como funciona  [predicted:  get ; correct:  help ]
como pode me ajudar  [predicted:  get ; correct:  help ]
Remover  [predicted:  get ; correct:  delete ]
Cadastro de código  [predicted:  get ; correct:  add ]
sai  [predicted:  get ; correct:  cancel ]
Como cadastro?  [predicted:  get ; correct:  help ]
Obrigada  [predicted:  get ; correct:  thanks ]
Gostaria de registrar  [predicted:  get ; correct:  add ]
bom dia  [predicted:  get ; correct:  greeting ]
Burro  [predicted:  get ; correct:  bad ]
Eu quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Cadastrar encomenda  [predicted:  get ; correct:  add ]
Retirar  [predicted:  get ; correct:  delete ]
Cadastrar  [predicted:  get ; correct:  add ]
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
SCORE:  6 / 30  ( 0.2 )
Ajuda  [predicted:  get ; correct:  help ]
Eu quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
De que vc precisa?  [predicted:  get ; correct:  help ]
Como funciona  [predicted:  get ; correct:  help ]
para  [predicted:  get ; correct:  cancel ]
palavrão você entende né filho da puta  [predicted:  get ; correct:  bad ]
como pode me ajudar  [predicted:  get ; correct:  help ]
Beleza  [predicted:  get ; correct:  ok ]
parar  [predicted:  get ; correct:  cancel ]
Apagar  [predicted:  get ; correct:  delete ]
Quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Gostaria de registrar  [predicted:  get ; correct:  add ]
SCORE:  12 / 30  ( 0.4 )
Qual seu nome ?  [predicted:  help ; correct:  saymyname ]
para  [predicted:  get ; correct:  cancel ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
deletar  [predicted:  get ; correct:  delete ]
adeus  [predicted:  help ; correct:  bye ]
Gostaria de registrar  [predicted:  get ; correct:  add ]
boa tarde  [predicted:  get ; correct:  greeting ]
qual a situação da minha encomenda?  [predicted:  help ; correct:  get ]
Beleza  [predicted:  get ; correct:  ok ]
parar  [predicted:  get ; correct:  cancel ]
Qual o seu nome ?  [predicted:  help ; correct:  saymyname ]
Boa tarde então  [predicted:  get ; correct:  greeting ]
descadastrar  [predicted:  get ; correct:  delete ]
Apagar  [predicted:  get ; correct:  delete ]
boa noite  [predicted:  get ; correct:  greeting ]
adicionar objeto  [predicted:  get ; correct:  add ]
palavrão você entende né filho da puta  [predicted:  help ; correct:  bad ]
Você não é um robô, você é uma bichona  [predicted:  help ; correct:  bad ]
Legal! Mas onde está minha encomenda?  [predicted:  help ; correct:  get ]
Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
adicionar  [predicted:  help ; correct:  add ]
SCORE:  9 / 30  ( 0.3 )
Qual o seu nome ?  [predicted:  get ; correct:  saymyname ]
cancela  [predicted:  get ; correct:  cancel ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Como cadastra?  [predicted:  get ; correct:  help ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
Como funciona  [predicted:  get ; correct:  help ]
cancelar  [predicted:  get ; correct:  cancel ]
Listar comandos  [predicted:  get ; correct:  help ]
Como faço pra cadastrar alguma encomenda?  [predicted:  get ; correct:  help ]
caralho  [predicted:  get ; correct:  bad ]
Ótimo!  [predicted:  get ; correct:  ok ]
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
como pode me ajudar  [predicted:  get ; correct:  help ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
Muito obrigada  [predicted:  get ; correct:  thanks ]
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
Como?  [predicted:  get ; correct:  help ]
Me ajuda  [predicted:  get ; correct:  help ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Qual seu nome ?  [predicted:  get ; correct:  saymyname ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
pacote  [predicted:  get ; correct:  add ]
Como cadastro?  [predicted:  get ; correct:  help ]
SCORE:  4 / 30  ( 0.13333333333333333 )
