Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
Ajuda  [predicted:  get ; correct:  help ]
tchau  [predicted:  get ; correct:  bye ]
tenha um bom dia  [predicted:  get ; correct:  greeting ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
Gostaria de registrar  [predicted:  get ; correct:  add ]
Beleza  [predicted:  get ; correct:  ok ]
SCORE:  5 / 30  ( 0.16666666666666666 )
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
Muito obrigada  [predicted:  get ; correct:  thanks ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
Apagar  [predicted:  get ; correct:  delete ]
sai  [predicted:  get ; correct:  cancel ]
Cadastrar encomenda  [predicted:  get ; correct:  add ]
Remover  [predicted:  get ; correct:  delete ]
Como você funciona  [predicted:  get ; correct:  help ]
Cadastro de código  [predicted:  get ; correct:  add ]
Retirar  [predicted:  get ; correct:  delete ]
cancela  [predicted:  get ; correct:  cancel ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
Cadastro  [predicted:  get ; correct:  add ]
Beleza  [predicted:  get ; correct:  ok ]
Qual seu nome ?  [predicted:  get ; correct:  saymyname ]
cancelar  [predicted:  get ; correct:  cancel ]
caralho  [predicted:  get ; correct:  bad ]
Ajuda  [predicted:  get ; correct:  help ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
como voce me atualiza sobre minha encomenda?  [predicted:  get ; correct:  help ]
Qual o seu nome ?  [predicted:  get ; correct:  saymyname ]
SCORE:  8 / 30  ( 0.26666666666666666 )
gostaria de cadastrar uma encomenda  [predicted:  help ; correct:  add ]
parar  [predicted:  get ; correct:  cancel ]
Cadastrar  [predicted:  get ; correct:  add ]
Até mais  [predicted:  get ; correct:  bye ]
adicionar um novo pacote  [predicted:  help ; correct:  add ]
sai  [predicted:  get ; correct:  cancel ]
favor cadastrar o codigo de rastreio  [predicted:  help ; correct:  add ]
para  [predicted:  get ; correct:  cancel ]
Gostaria de registrar uma encomenda  [predicted:  help ; correct:  add ]
bom dia  [predicted:  help ; correct:  greeting ]
adicionar  [predicted:  get ; correct:  add ]
Gostaria de Rastrear um objeto  [predicted:  get ; correct:  add ]
Gostaria de registrar  [predicted:  help ; correct:  add ]
Até logo  [predicted:  get ; correct:  bye ]
Burro  [predicted:  help ; correct:  bad ]
Remover  [predicted:  get ; correct:  delete ]
adeus  [predicted:  get ; correct:  bye ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
adicionar objeto  [predicted:  get ; correct:  add ]
Registrar  [predicted:  help ; correct:  add ]
Tudo bem  [predicted:  get ; correct:  ok ]
Registrar uma encomenda  [predicted:  help ; correct:  add ]
Retirar  [predicted:  get ; correct:  delete ]
palavrão você entende né filho da puta  [predicted:  help ; correct:  bad ]
SCORE:  6 / 30  ( 0.2 )
Muito obrigado  [predicted:  get ; correct:  thanks ]
palavrão você entende né filho da puta  [predicted:  get ; correct:  bad ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
boa noite  [predicted:  get ; correct:  greeting ]
Até logo  [predicted:  get ; correct:  bye ]
Gostaria de Rastrear um objeto  [predicted:  get ; correct:  add ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
Boa tarde então  [predicted:  get ; correct:  greeting ]
Quero cadastrar um código de rastreio  [predicted:  get ; correct:  add ]
Não  [predicted:  get ; correct:  cancel ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
favor cadastrar o codigo de rastreio  [predicted:  help ; correct:  add ]
Até mais  [predicted:  get ; correct:  bye ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
gostaria de cadastrar uma encomenda  [predicted:  help ; correct:  add ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Me ajuda  [predicted:  get ; correct:  help ]
Cadastrar uma nova encomenda  [predicted:  get ; correct:  add ]
boa tarde  [predicted:  get ; correct:  greeting ]
Quero cadastrar uma encomenda, pode ser?  [predicted:  get ; correct:  add ]
parar  [predicted:  get ; correct:  cancel ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
para  [predicted:  get ; correct:  cancel ]
Listar comandos  [predicted:  get ; correct:  help ]
Quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
SCORE:  4 / 30  ( 0.13333333333333333 )
ok  [predicted:  get ; correct:  ok ]
sair  [predicted:  get ; correct:  cancel ]
Olá  [predicted:  get ; correct:  welcome ]
Cadastro  [predicted:  help ; correct:  add ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Gostaria de registrar uma encomenda  [predicted:  help ; correct:  add ]
tenha um bom dia  [predicted:  help ; correct:  greeting ]
Gostaria de fazer um cadastro  [predicted:  help ; correct:  add ]
adicionar objeto  [predicted:  get ; correct:  add ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
Você não é um robô, você é uma bichona  [predicted:  help ; correct:  bad ]
tchau  [predicted:  get ; correct:  bye ]
Cadastro de código  [predicted:  help ; correct:  add ]
Olá robô  [predicted:  get ; correct:  welcome ]
Gostaria de registrar  [predicted:  help ; correct:  add ]
Cadastrar encomenda  [predicted:  help ; correct:  add ]
adeus  [predicted:  get ; correct:  bye ]
Rastrear encomenda  [predicted:  help ; correct:  get ]
adicionar  [predicted:  get ; correct:  add ]
SCORE:  9 / 30  ( 0.3 )
Registrar uma encomenda  [predicted:  get ; correct:  add ]
o que eu devo fazer?  [predicted:  get ; correct:  help ]
tchau  [predicted:  get ; correct:  bye ]
sair  [predicted:  get ; correct:  cancel ]
Como faço para rastrear a encomenda?  [predicted:  get ; correct:  help ]
Como faço para cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Até mais  [predicted:  get ; correct:  bye ]
E aí, quais são minhas opções?  [predicted:  get ; correct:  help ]
Me ajuda  [predicted:  get ; correct:  help ]
Novo pacote  [predicted:  get ; correct:  add ]
Quais encomenda você rastreia  [predicted:  get ; correct:  help ]
Registrar  [predicted:  get ; correct:  add ]
Até logo  [predicted:  get ; correct:  bye ]
deletar  [predicted:  get ; correct:  delete ]
Listar comandos  [predicted:  get ; correct:  help ]
Como eu faço?  [predicted:  get ; correct:  help ]
descadastrar  [predicted:  get ; correct:  delete ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
Informação  [predicted:  get ; correct:  help ]
Novo  [predicted:  get ; correct:  add ]
tenha um bom dia  [predicted:  get ; correct:  greeting ]
Posso cadastrar encomendas de outros países?  [predicted:  get ; correct:  help ]
SCORE:  8 / 30  ( 0.26666666666666666 )
quem é você?  [predicted:  get ; correct:  saymyname ]
De que vc precisa?  [predicted:  get ; correct:  help ]
Informação  [predicted:  get ; correct:  help ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
E aí, quais são minhas opções?  [predicted:  get ; correct:  help ]
Como você funciona  [predicted:  get ; correct:  help ]
Quero cadastrar  [predicted:  get ; correct:  add ]
como voce me atualiza sobre minha encomenda?  [predicted:  get ; correct:  help ]
Não  [predicted:  get ; correct:  cancel ]
deletar  [predicted:  get ; correct:  delete ]
consultar minha encomenda  [predicted:  help ; correct:  get ]
descadastrar  [predicted:  get ; correct:  delete ]
pacote  [predicted:  get ; correct:  add ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
Ótimo!  [predicted:  get ; correct:  ok ]
SCORE:  11 / 30  ( 0.36666666666666664 )
bom dia  [predicted:  get ; correct:  greeting ]
adicionar  [predicted:  get ; correct:  add ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
Como funciona  [predicted:  get ; correct:  help ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como faço pra cadastrar alguma encomenda?  [predicted:  add ; correct:  help ]
Burro  [predicted:  get ; correct:  bad ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
adicionar objeto  [predicted:  get ; correct:  add ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
Ótimo!  [predicted:  get ; correct:  ok ]
pacote  [predicted:  get ; correct:  add ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
Cadastrar  [predicted:  get ; correct:  add ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
Tudo bem  [predicted:  get ; correct:  ok ]
adeus  [predicted:  get ; correct:  bye ]
como pode me ajudar  [predicted:  get ; correct:  help ]
De que vc precisa?  [predicted:  get ; correct:  help ]
SCORE:  9 / 30  ( 0.3 )
E aí, quais são minhas opções?  [predicted:  get ; correct:  help ]
Olá robô  [predicted:  get ; correct:  welcome ]
Olá  [predicted:  get ; correct:  welcome ]
Posso cadastrar encomendas de outros países?  [predicted:  get ; correct:  help ]
Registrar uma encomenda  [predicted:  get ; correct:  add ]
Registrar  [predicted:  get ; correct:  add ]
o que eu devo fazer?  [predicted:  get ; correct:  help ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
Como funciona  [predicted:  get ; correct:  help ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
Quais encomenda você rastreia  [predicted:  get ; correct:  help ]
Novo pacote  [predicted:  get ; correct:  add ]
Novo  [predicted:  get ; correct:  add ]
tchau  [predicted:  get ; correct:  bye ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
como pode me ajudar  [predicted:  get ; correct:  help ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
ok  [predicted:  get ; correct:  ok ]
deletar  [predicted:  get ; correct:  delete ]
tenha um bom dia  [predicted:  get ; correct:  greeting ]
sair  [predicted:  get ; correct:  cancel ]
Quando ao certo chega minha encomenda?  [predicted:  help ; correct:  get ]
descadastrar  [predicted:  get ; correct:  delete ]
SCORE:  6 / 30  ( 0.2 )
Novo pacote  [predicted:  get ; correct:  add ]
o que eu devo fazer?  [predicted:  get ; correct:  help ]
Novo  [predicted:  get ; correct:  add ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
Tudo bem  [predicted:  get ; correct:  ok ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Como cadastro?  [predicted:  get ; correct:  help ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
descadastrar  [predicted:  get ; correct:  delete ]
Quais encomenda você rastreia  [predicted:  get ; correct:  help ]
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
deletar  [predicted:  get ; correct:  delete ]
boa noite  [predicted:  get ; correct:  greeting ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
Posso cadastrar encomendas de outros países?  [predicted:  get ; correct:  help ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
E aí, quais são minhas opções?  [predicted:  get ; correct:  help ]
Qual seu nome ?  [predicted:  get ; correct:  saymyname ]
Qual o seu nome ?  [predicted:  get ; correct:  saymyname ]
Boa tarde então  [predicted:  get ; correct:  greeting ]
boa tarde  [predicted:  get ; correct:  greeting ]
SCORE:  7 / 30  ( 0.23333333333333334 )
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
tchau  [predicted:  get ; correct:  bye ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
Cadastro de código  [predicted:  get ; correct:  add ]
Cadastro  [predicted:  get ; correct:  add ]
Me ajuda  [predicted:  get ; correct:  help ]
Você não é um robô, você é uma bichona  [predicted:  get ; correct:  bad ]
Qual o seu nome ?  [predicted:  get ; correct:  saymyname ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
sair  [predicted:  get ; correct:  cancel ]
Posso cadastrar encomendas de outros países?  [predicted:  get ; correct:  help ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Obrigada  [predicted:  get ; correct:  thanks ]
Listar comandos  [predicted:  get ; correct:  help ]
Obrigado  [predicted:  get ; correct:  thanks ]
Onde aparece esse código de 13 dígitos?  [predicted:  get ; correct:  help ]
Cadastrar encomenda  [predicted:  get ; correct:  add ]
Qual seu nome ?  [predicted:  get ; correct:  saymyname ]
Você pode me explicar como cadastrar?  [predicted:  get ; correct:  help ]
oi  [predicted:  get ; correct:  welcome ]
tenha um bom dia  [predicted:  get ; correct:  greeting ]
Quais encomenda você rastreia  [predicted:  get ; correct:  help ]
SCORE:  6 / 30  ( 0.2 )
Como?  [predicted:  get ; correct:  help ]
adicionar objeto  [predicted:  get ; correct:  add ]
Me ajuda  [predicted:  get ; correct:  help ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
Olá robô  [predicted:  get ; correct:  welcome ]
Cadastrar  [predicted:  get ; correct:  add ]
bom dia  [predicted:  get ; correct:  greeting ]
Cadastro  [predicted:  get ; correct:  add ]
Ajuda  [predicted:  get ; correct:  help ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
Como cadastra?  [predicted:  get ; correct:  help ]
Cadastrar encomenda  [predicted:  get ; correct:  add ]
Beleza  [predicted:  get ; correct:  ok ]
adicionar  [predicted:  get ; correct:  add ]
Apagar  [predicted:  get ; correct:  delete ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
Burro  [predicted:  get ; correct:  bad ]
Como você funciona  [predicted:  get ; correct:  help ]
como voce me atualiza sobre minha encomenda?  [predicted:  get ; correct:  help ]
Cadastro de código  [predicted:  get ; correct:  add ]
Tudo bem  [predicted:  get ; correct:  ok ]
adeus  [predicted:  get ; correct:  bye ]
ok  [predicted:  get ; correct:  ok ]
Olá  [predicted:  get ; correct:  welcome ]
Listar comandos  [predicted:  get ; correct:  help ]
SCORE:  5 / 30  ( 0.16666666666666666 )
ok  [predicted:  help ; correct:  ok ]
Onde esta a minha encomenda  [predicted:  help ; correct:  get ]
adicionar um novo pacote  [predicted:  help ; correct:  add ]
caralho  [predicted:  help ; correct:  bad ]
bom dia  [predicted:  help ; correct:  greeting ]
Burro  [predicted:  help ; correct:  bad ]
Cadastrar  [predicted:  help ; correct:  add ]
Código  [predicted:  help ; correct:  get ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
onde está minha encomenda?  [predicted:  help ; correct:  get ]
Todas  [predicted:  help ; correct:  get ]
Olá robô  [predicted:  help ; correct:  welcome ]
Chega q dia?  [predicted:  help ; correct:  get ]
Quero registrar uma encomenda  [predicted:  help ; correct:  add ]
Tudo bem  [predicted:  help ; correct:  ok ]
Olá  [predicted:  get ; correct:  welcome ]
cancela  [predicted:  help ; correct:  cancel ]
Vai tomar no cu  [predicted:  help ; correct:  bad ]
Até mais  [predicted:  help ; correct:  bye ]
cancelar  [predicted:  help ; correct:  cancel ]
Até logo  [predicted:  get ; correct:  bye ]
Tudo bem, tchau  [predicted:  help ; correct:  bye ]
SCORE:  8 / 30  ( 0.26666666666666666 )
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
Olá robô  [predicted:  get ; correct:  welcome ]
Até mais  [predicted:  get ; correct:  bye ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
consultar minha encomenda  [predicted:  help ; correct:  get ]
Beleza  [predicted:  get ; correct:  ok ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
Ajuda  [predicted:  get ; correct:  help ]
quem é você?  [predicted:  get ; correct:  saymyname ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
adeus  [predicted:  get ; correct:  bye ]
Quero cadastrar  [predicted:  get ; correct:  add ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
Consultar  [predicted:  help ; correct:  get ]
adicionar objeto  [predicted:  get ; correct:  add ]
pacote  [predicted:  get ; correct:  add ]
Até logo  [predicted:  get ; correct:  bye ]
adicionar  [predicted:  get ; correct:  add ]
ok  [predicted:  get ; correct:  ok ]
Ótimo!  [predicted:  get ; correct:  ok ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
De que vc precisa?  [predicted:  get ; correct:  help ]
Olá  [predicted:  get ; correct:  welcome ]
Chega q dia?  [predicted:  help ; correct:  get ]
Apagar  [predicted:  get ; correct:  delete ]
SCORE:  4 / 30  ( 0.13333333333333333 )
