Meus itens  [predicted:  help ; correct:  get ]
caralho  [predicted:  get ; correct:  bad ]
deletar  [predicted:  get ; correct:  delete ]
favor cadastrar o codigo de rastreio  [predicted:  get ; correct:  add ]
Informação  [predicted:  get ; correct:  help ]
O que você sabe fazer ?  [predicted:  get ; correct:  help ]
Registrar  [predicted:  get ; correct:  add ]
gostaria de cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Gostaria de Rastrear um objeto  [predicted:  get ; correct:  add ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
pacote  [predicted:  get ; correct:  add ]
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
SCORE:  9 / 30  ( 0.3 )
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Gostaria de Rastrear um objeto  [predicted:  get ; correct:  add ]
Qual seu nome ?  [predicted:  get ; correct:  saymyname ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
cancelar  [predicted:  get ; correct:  cancel ]
Até mais  [predicted:  get ; correct:  bye ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
gostaria de cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Quero cadastrar  [predicted:  get ; correct:  add ]
Cadastrar  [predicted:  get ; correct:  add ]
favor cadastrar o codigo de rastreio  [predicted:  get ; correct:  add ]
Burro  [predicted:  get ; correct:  bad ]
De que vc precisa?  [predicted:  get ; correct:  help ]
caralho  [predicted:  get ; correct:  bad ]
Até logo  [predicted:  get ; correct:  bye ]
Qual o seu nome ?  [predicted:  get ; correct:  saymyname ]
cancela  [predicted:  get ; correct:  cancel ]
quem é você?  [predicted:  get ; correct:  saymyname ]
bom dia  [predicted:  get ; correct:  greeting ]
Cadastrar uma nova encomenda  [predicted:  get ; correct:  add ]
SCORE:  8 / 30  ( 0.26666666666666666 )
Como funciona  [predicted:  get ; correct:  help ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Apagar  [predicted:  get ; correct:  delete ]
Como cadastro?  [predicted:  get ; correct:  help ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
como pode me ajudar  [predicted:  get ; correct:  help ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Onde aparece esse código de 13 dígitos?  [predicted:  get ; correct:  help ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
Beleza  [predicted:  get ; correct:  ok ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
adicionar objeto  [predicted:  get ; correct:  add ]
Cadastrar uma nova encomenda  [predicted:  get ; correct:  add ]
adeus  [predicted:  get ; correct:  bye ]
Como faço pra cadastrar alguma encomenda?  [predicted:  get ; correct:  help ]
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
adicionar  [predicted:  get ; correct:  add ]
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
Ajuda  [predicted:  get ; correct:  help ]
SCORE:  8 / 30  ( 0.26666666666666666 )
gostaria de cadastrar uma encomenda  [predicted:  help ; correct:  add ]
Quero cadastrar  [predicted:  help ; correct:  add ]
Onde esta a minha encomenda  [predicted:  help ; correct:  get ]
favor cadastrar o codigo de rastreio  [predicted:  help ; correct:  add ]
Encomenda  [predicted:  help ; correct:  get ]
Eu quero cadastrar uma encomenda  [predicted:  help ; correct:  add ]
Gostaria de Rastrear um objeto  [predicted:  get ; correct:  add ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
Obrigado  [predicted:  get ; correct:  thanks ]
Obrigada  [predicted:  get ; correct:  thanks ]
Cadastro  [predicted:  help ; correct:  add ]
Cadastrar encomenda  [predicted:  help ; correct:  add ]
Queria saber onde está minha encomenda  [predicted:  help ; correct:  get ]
quem é você?  [predicted:  help ; correct:  saymyname ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
Cadastro de código  [predicted:  help ; correct:  add ]
oi  [predicted:  get ; correct:  welcome ]
Você não é um robô, você é uma bichona  [predicted:  help ; correct:  bad ]
onde está minha encomenda?  [predicted:  help ; correct:  get ]
SCORE:  11 / 30  ( 0.36666666666666664 )
Gostaria de retirar  [predicted:  help ; correct:  delete ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
Onde aparece esse código de 13 dígitos?  [predicted:  get ; correct:  help ]
Novo  [predicted:  get ; correct:  add ]
Quero cadastrar uma encomenda  [predicted:  help ; correct:  add ]
Novo pacote  [predicted:  get ; correct:  add ]
pacote  [predicted:  get ; correct:  add ]
Cadastrar encomenda  [predicted:  help ; correct:  add ]
Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
Cadastro  [predicted:  help ; correct:  add ]
Quero cadastrar uma encomenda, pode ser?  [predicted:  help ; correct:  add ]
Gostaria de registrar  [predicted:  get ; correct:  add ]
Gostaria de retirar uma encomenda  [predicted:  help ; correct:  delete ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
Ótimo!  [predicted:  get ; correct:  ok ]
Cadastro de código  [predicted:  help ; correct:  add ]
Quero cadastrar um código de rastreio  [predicted:  help ; correct:  add ]
Listar  [predicted:  help ; correct:  get ]
SCORE:  12 / 30  ( 0.4 )
Até logo  [predicted:  get ; correct:  bye ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como faço pra cadastrar alguma encomenda?  [predicted:  get ; correct:  help ]
Remover  [predicted:  get ; correct:  delete ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
Até mais  [predicted:  get ; correct:  bye ]
sai  [predicted:  get ; correct:  cancel ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
Registrar uma encomenda  [predicted:  get ; correct:  add ]
Listar comandos  [predicted:  get ; correct:  help ]
Me ajuda  [predicted:  get ; correct:  help ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
como pode me ajudar  [predicted:  get ; correct:  help ]
Registrar  [predicted:  get ; correct:  add ]
o que eu devo fazer?  [predicted:  get ; correct:  help ]
Você não é um robô, você é uma bichona  [predicted:  get ; correct:  bad ]
Retirar  [predicted:  get ; correct:  delete ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
Novo  [predicted:  get ; correct:  add ]
Você pode me explicar como cadastrar?  [predicted:  get ; correct:  help ]
Novo pacote  [predicted:  get ; correct:  add ]
Não  [predicted:  get ; correct:  cancel ]
Como funciona  [predicted:  get ; correct:  help ]
SCORE:  6 / 30  ( 0.2 )
boa noite  [predicted:  get ; correct:  greeting ]
Como cadastrar um código  [predicted:  get ; correct:  help ]
Como cadastro minha encomenda?  [predicted:  get ; correct:  help ]
boa tarde  [predicted:  get ; correct:  greeting ]
tenha um bom dia  [predicted:  get ; correct:  greeting ]
cancela  [predicted:  get ; correct:  cancel ]
Como cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
sair  [predicted:  get ; correct:  cancel ]
Gostaria de registrar  [predicted:  get ; correct:  add ]
caralho  [predicted:  get ; correct:  bad ]
como voce me atualiza sobre minha encomenda?  [predicted:  get ; correct:  help ]
Como cadastro?  [predicted:  get ; correct:  help ]
tchau  [predicted:  get ; correct:  bye ]
Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
Informação  [predicted:  get ; correct:  help ]
Como cadastro uma encomenda?  [predicted:  get ; correct:  help ]
cancelar  [predicted:  get ; correct:  cancel ]
Como cadastrar um objeto?  [predicted:  get ; correct:  help ]
Como você funciona  [predicted:  get ; correct:  help ]
Tudo bem  [predicted:  get ; correct:  ok ]
Boa tarde então  [predicted:  get ; correct:  greeting ]
SCORE:  9 / 30  ( 0.3 )
Quero cadastrar um código de rastreio  [predicted:  get ; correct:  add ]
tenha um bom dia  [predicted:  get ; correct:  greeting ]
Quero cadastrar uma encomenda, pode ser?  [predicted:  get ; correct:  add ]
Boa tarde então  [predicted:  get ; correct:  greeting ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
Obrigado  [predicted:  get ; correct:  thanks ]
oi  [predicted:  get ; correct:  welcome ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
Quero cadastrar uma encomenda  [predicted:  get ; correct:  add ]
Como sei onde está a minha encomenda?  [predicted:  get ; correct:  help ]
sair  [predicted:  get ; correct:  cancel ]
como sou avisado sobre minha encomenda?  [predicted:  get ; correct:  help ]
como sou notificado sobre minha encomenda?  [predicted:  get ; correct:  help ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
De que vc precisa?  [predicted:  get ; correct:  help ]
tchau  [predicted:  get ; correct:  bye ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
boa noite  [predicted:  get ; correct:  greeting ]
Obrigada  [predicted:  get ; correct:  thanks ]
boa tarde  [predicted:  get ; correct:  greeting ]
SCORE:  10 / 30  ( 0.3333333333333333 )
quem é você?  [predicted:  get ; correct:  saymyname ]
descadastrar  [predicted:  get ; correct:  delete ]
adicionar  [predicted:  get ; correct:  add ]
Como eu faço?  [predicted:  get ; correct:  help ]
Cadastrar encomenda  [predicted:  get ; correct:  add ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
adicionar objeto  [predicted:  get ; correct:  add ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
Obrigada  [predicted:  get ; correct:  thanks ]
ok  [predicted:  get ; correct:  ok ]
oi  [predicted:  get ; correct:  welcome ]
Olá  [predicted:  get ; correct:  welcome ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Cadastro de código  [predicted:  get ; correct:  add ]
Como faço para rastrear a encomenda?  [predicted:  get ; correct:  help ]
Olá robô  [predicted:  get ; correct:  welcome ]
Como faço para cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
E aí, quais são minhas opções?  [predicted:  get ; correct:  help ]
Obrigado  [predicted:  get ; correct:  thanks ]
Quero cadastrar  [predicted:  get ; correct:  add ]
deletar  [predicted:  get ; correct:  delete ]
adeus  [predicted:  get ; correct:  bye ]
Cadastro  [predicted:  get ; correct:  add ]
Qual seu nome ?  [predicted:  get ; correct:  saymyname ]
Qual o seu nome ?  [predicted:  get ; correct:  saymyname ]
SCORE:  4 / 30  ( 0.13333333333333333 )
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
Me ajuda  [predicted:  get ; correct:  help ]
Apagar  [predicted:  get ; correct:  delete ]
tenha um bom dia  [predicted:  get ; correct:  greeting ]
quem é você?  [predicted:  get ; correct:  saymyname ]
Muito obrigado  [predicted:  get ; correct:  thanks ]
Ajuda  [predicted:  get ; correct:  help ]
Não possuo encomenda em trânsito  [predicted:  get ; correct:  cancel ]
Não  [predicted:  get ; correct:  cancel ]
Cadastrar  [predicted:  get ; correct:  add ]
Quero cadastrar  [predicted:  get ; correct:  add ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
Como cadastra?  [predicted:  get ; correct:  help ]
Beleza  [predicted:  get ; correct:  ok ]
Como?  [predicted:  get ; correct:  help ]
tchau  [predicted:  get ; correct:  bye ]
bom dia  [predicted:  get ; correct:  greeting ]
Burro  [predicted:  get ; correct:  bad ]
Cadastrar uma nova encomenda  [predicted:  get ; correct:  add ]
sair  [predicted:  get ; correct:  cancel ]
Como cadastra a encomenda  [predicted:  get ; correct:  help ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
Listar comandos  [predicted:  get ; correct:  help ]
SCORE:  7 / 30  ( 0.23333333333333334 )
Código  [predicted:  help ; correct:  get ]
Minhas encomendas  [predicted:  help ; correct:  get ]
Meus objetos  [predicted:  help ; correct:  get ]
Consulta  [predicted:  help ; correct:  get ]
Quero cadastrar um código de rastreio  [predicted:  help ; correct:  add ]
Quero saber onde minha encomenda está  [predicted:  help ; correct:  get ]
quem é você?  [predicted:  help ; correct:  saymyname ]
Checar minhas encomendas  [predicted:  help ; correct:  get ]
Chega q dia?  [predicted:  help ; correct:  get ]
Quero cadastrar  [predicted:  help ; correct:  add ]
Queria saber onde está minha encomenda  [predicted:  help ; correct:  get ]
Até logo  [predicted:  help ; correct:  bye ]
Legal! Mas onde está minha encomenda?  [predicted:  help ; correct:  get ]
Listar  [predicted:  help ; correct:  get ]
Até mais  [predicted:  help ; correct:  bye ]
adicionar um novo pacote  [predicted:  help ; correct:  add ]
Quero cadastrar uma encomenda  [predicted:  help ; correct:  add ]
Lista  [predicted:  help ; correct:  get ]
descadastrar  [predicted:  help ; correct:  delete ]
Quero cadastrar uma encomenda, pode ser?  [predicted:  help ; correct:  add ]
deletar  [predicted:  help ; correct:  delete ]
Quero saber onde está minha encomenda  [predicted:  help ; correct:  get ]
Quero registrar uma encomenda  [predicted:  help ; correct:  add ]
Muito obrigada  [predicted:  help ; correct:  thanks ]
SCORE:  6 / 30  ( 0.2 )
Consultar  [predicted:  help ; correct:  get ]
Legal! Mas onde está minha encomenda?  [predicted:  help ; correct:  get ]
Listar  [predicted:  help ; correct:  get ]
Meus itens  [predicted:  help ; correct:  get ]
consultar minha encomenda  [predicted:  help ; correct:  get ]
onde está minha encomenda?  [predicted:  help ; correct:  get ]
Tudo bem  [predicted:  help ; correct:  ok ]
Encomenda  [predicted:  help ; correct:  get ]
Já cadastrou?  [predicted:  help ; correct:  get ]
Onde esta a minha encomenda  [predicted:  help ; correct:  get ]
Lista  [predicted:  help ; correct:  get ]
Não possuo encomenda em trânsito  [predicted:  help ; correct:  cancel ]
Já se moveu?  [predicted:  help ; correct:  get ]
Muito obrigado  [predicted:  help ; correct:  thanks ]
boa noite  [predicted:  help ; correct:  greeting ]
Todos  [predicted:  help ; correct:  get ]
Entrega  [predicted:  help ; correct:  get ]
Quando ao certo chega minha encomenda?  [predicted:  help ; correct:  get ]
Todas  [predicted:  help ; correct:  get ]
Eu quero cadastrar uma encomenda  [predicted:  help ; correct:  add ]
Não  [predicted:  help ; correct:  cancel ]
Boa tarde então  [predicted:  help ; correct:  greeting ]
boa tarde  [predicted:  help ; correct:  greeting ]
SCORE:  7 / 30  ( 0.23333333333333334 )
Você não é um robô, você é uma bichona  [predicted:  get ; correct:  bad ]
Você pode me explicar como cadastrar?  [predicted:  get ; correct:  help ]
Até logo  [predicted:  get ; correct:  bye ]
Cadastrar uma nova encomenda  [predicted:  get ; correct:  add ]
Muito obrigada  [predicted:  get ; correct:  thanks ]
Tudo bem, tchau  [predicted:  get ; correct:  bye ]
Gostaria de retirar  [predicted:  get ; correct:  delete ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
Gostaria de uma informação  [predicted:  get ; correct:  help ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Vai tomar no cu  [predicted:  get ; correct:  bad ]
Gostaria de registrar uma encomenda  [predicted:  get ; correct:  add ]
Até mais  [predicted:  get ; correct:  bye ]
Como faço para rastrear a encomenda?  [predicted:  get ; correct:  help ]
Como eu faço?  [predicted:  get ; correct:  help ]
Como faço para cadastrar uma encomenda?  [predicted:  get ; correct:  help ]
Gostaria de retirar uma encomenda  [predicted:  get ; correct:  delete ]
adicionar um novo pacote  [predicted:  get ; correct:  add ]
Gostaria de registrar  [predicted:  get ; correct:  add ]
De que vc precisa?  [predicted:  get ; correct:  help ]
SCORE:  9 / 30  ( 0.3 )
oi  [predicted:  get ; correct:  welcome ]
Obrigado  [predicted:  get ; correct:  thanks ]
parar  [predicted:  get ; correct:  cancel ]
Gostaria de fazer um cadastro  [predicted:  get ; correct:  add ]
Gostaria de rastrear um objeto agora  [predicted:  get ; correct:  add ]
onde eu insiro o código de rastreio?  [predicted:  get ; correct:  help ]
quem é você?  [predicted:  get ; correct:  saymyname ]
Onde aparece esse código de 13 dígitos?  [predicted:  get ; correct:  help ]
Obrigada  [predicted:  get ; correct:  thanks ]
Quero cadastrar  [predicted:  get ; correct:  add ]
ok  [predicted:  get ; correct:  ok ]
Gostaria de fazer um rastreamento  [predicted:  get ; correct:  add ]
Olá robô  [predicted:  get ; correct:  welcome ]
Registrar uma encomenda  [predicted:  get ; correct:  add ]
Olá  [predicted:  get ; correct:  welcome ]
palavrão você entende né filho da puta  [predicted:  get ; correct:  bad ]
para  [predicted:  get ; correct:  cancel ]
Quero registrar uma encomenda  [predicted:  get ; correct:  add ]
Registrar  [predicted:  get ; correct:  add ]
SCORE:  11 / 30  ( 0.36666666666666664 )
