b'adeus'  [predicted:  get ; correct:  bye ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'ok'  [predicted:  get ; correct:  ok ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Listar'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  get ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
TIME:  0.008136272430419922
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
TIME:  0.007234096527099609
SCORE:  10 / 30  ( 0.3333333333333333 )
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  get ; correct:  add ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
TIME:  0.006804943084716797
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Cadastro'  [predicted:  get ; correct:  add ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
TIME:  0.007046699523925781
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'para'  [predicted:  get ; correct:  cancel ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
TIME:  0.009041309356689453
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
TIME:  0.006654024124145508
SCORE:  6 / 30  ( 0.2 )
b'caralho'  [predicted:  get ; correct:  bad ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'deletar'  [predicted:  get ; correct:  delete ]
TIME:  0.00688481330871582
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Todas'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
TIME:  0.006798744201660156
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
TIME:  0.007143974304199219
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'Novo'  [predicted:  get ; correct:  add ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
TIME:  0.008064985275268555
