b'Consultar'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
TIME:  0.1812882423400879
SCORE:  6 / 30  ( 0.2 )
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'para'  [predicted:  get ; correct:  cancel ]
b'ok'  [predicted:  get ; correct:  ok ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
TIME:  0.20258378982543945
SCORE:  6 / 30  ( 0.2 )
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'para'  [predicted:  get ; correct:  cancel ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'cancela'  [predicted:  help ; correct:  cancel ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
TIME:  0.19501185417175293
SCORE:  9 / 30  ( 0.3 )
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
TIME:  0.18920397758483887
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'sair'  [predicted:  help ; correct:  cancel ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'tenha um bom dia'  [predicted:  help ; correct:  greeting ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'N\xc3\xa3o'  [predicted:  help ; correct:  cancel ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  help ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Como?'  [predicted:  get ; correct:  help ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'tchau'  [predicted:  get ; correct:  bye ]
TIME:  0.19693803787231445
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  help ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'pacote'  [predicted:  help ; correct:  add ]
b'Rastrear encomenda'  [predicted:  help ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  help ; correct:  get ]
b'sai'  [predicted:  help ; correct:  cancel ]
b'Tudo bem'  [predicted:  help ; correct:  ok ]
b'Registrar'  [predicted:  help ; correct:  add ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Todas'  [predicted:  help ; correct:  get ]
b'Rastrear'  [predicted:  help ; correct:  get ]
b'Listar'  [predicted:  help ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  help ; correct:  add ]
b'Gostaria de registrar'  [predicted:  help ; correct:  add ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
b'bom dia'  [predicted:  help ; correct:  greeting ]
b'Quero ver meus produtos'  [predicted:  help ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  help ; correct:  ok ]
b'Gostaria de registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Cadastrar'  [predicted:  help ; correct:  add ]
b'rastrear um objeto'  [predicted:  help ; correct:  get ]
b'Burro'  [predicted:  help ; correct:  bad ]
b'Todos'  [predicted:  help ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  help ; correct:  add ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'Remover'  [predicted:  help ; correct:  delete ]
b'Retirar'  [predicted:  help ; correct:  delete ]
b'Lista'  [predicted:  help ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
TIME:  0.19844484329223633
SCORE:  2 / 30  ( 0.06666666666666667 )
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Novo'  [predicted:  get ; correct:  add ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
TIME:  0.1949608325958252
SCORE:  5 / 30  ( 0.16666666666666666 )
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Lista'  [predicted:  get ; correct:  get ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
TIME:  0.19246506690979004
SCORE:  6 / 30  ( 0.2 )
b'Registrar'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
TIME:  0.20126700401306152
SCORE:  7 / 30  ( 0.23333333333333334 )
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  help ; correct:  add ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'ok'  [predicted:  get ; correct:  ok ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
TIME:  0.21971702575683594
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Visualizar rastreamento'  [predicted:  help ; correct:  get ]
b'ok'  [predicted:  get ; correct:  ok ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  help ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Entrega'  [predicted:  help ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
b'Encomenda'  [predicted:  help ; correct:  get ]
b'Ajuda'  [predicted:  help ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  help ; correct:  greeting ]
b'Lista'  [predicted:  help ; correct:  get ]
b'Apagar'  [predicted:  help ; correct:  delete ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  help ; correct:  welcome ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
b'Beleza'  [predicted:  help ; correct:  ok ]
b'Vai tomar no cu'  [predicted:  help ; correct:  bad ]
b'Listar'  [predicted:  help ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  help ; correct:  welcome ]
