b'Entrega'  [predicted:  get ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'pacote'  [predicted:  get ; correct:  add ]
b'sair'  [predicted:  get ; correct:  cancel ]
TIME:  0.34499621391296387
SCORE:  3 / 30  ( 0.1 )
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'cad\xc3\xaa minha encomenda'  [predicted:  help ; correct:  get ]
b'J\xc3\xa1 cadastrou?'  [predicted:  help ; correct:  get ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Ajuda'  [predicted:  help ; correct:  help ]
b'Cadastrar'  [predicted:  help ; correct:  add ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  help ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Como cadastrar um objeto?'  [predicted:  help ; correct:  help ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
TIME:  0.27471423149108887
SCORE:  15 / 30  ( 0.5 )
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
TIME:  0.3832879066467285
SCORE:  9 / 30  ( 0.3 )
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'pacote'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
TIME:  0.3176839351654053
SCORE:  9 / 30  ( 0.3 )
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'pacote'  [predicted:  get ; correct:  add ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
TIME:  0.3774540424346924
SCORE:  12 / 30  ( 0.4 )
b'tchau'  [predicted:  get ; correct:  bye ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'ok'  [predicted:  get ; correct:  ok ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
TIME:  0.33092713356018066
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'para'  [predicted:  help ; correct:  cancel ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  help ; correct:  get ]
b'Me ajuda'  [predicted:  help ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  help ; correct:  bad ]
b'J\xc3\xa1 se moveu?'  [predicted:  help ; correct:  get ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'parar'  [predicted:  help ; correct:  cancel ]
b'Muito obrigado'  [predicted:  help ; correct:  thanks ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'Listar comandos'  [predicted:  help ; correct:  help ]
b'N\xc3\xa3o'  [predicted:  help ; correct:  cancel ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'cad\xc3\xaa'  [predicted:  help ; correct:  get ]
b'Registrar'  [predicted:  help ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Consultar'  [predicted:  help ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  help ; correct:  get ]
b'De que vc precisa?'  [predicted:  help ; correct:  help ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  help ; correct:  cancel ]
b'Meus itens'  [predicted:  help ; correct:  get ]
TIME:  0.3074300289154053
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Burro'  [predicted:  help ; correct:  bad ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastrar'  [predicted:  help ; correct:  add ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  help ; correct:  help ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'pacote'  [predicted:  get ; correct:  add ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  help ; correct:  saymyname ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
b'cad\xc3\xaa minha encomenda'  [predicted:  help ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  help ; correct:  help ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  help ; correct:  ok ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
TIME:  0.3206608295440674
SCORE:  17 / 30  ( 0.5666666666666667 )
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
TIME:  0.5049009323120117
SCORE:  6 / 30  ( 0.2 )
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  help ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Como voc\xc3\xaa funciona'  [predicted:  help ; correct:  help ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
TIME:  0.3258230686187744
SCORE:  12 / 30  ( 0.4 )
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
