b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
TIME:  0.26384687423706055
SCORE:  10 / 30  ( 0.3333333333333333 )
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Listar'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  help ; correct:  delete ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'Gostaria de retirar'  [predicted:  help ; correct:  delete ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  help ; correct:  bad ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
TIME:  0.26149868965148926
SCORE:  13 / 30  ( 0.43333333333333335 )
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
TIME:  0.26009202003479004
SCORE:  7 / 30  ( 0.23333333333333334 )
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'parar'  [predicted:  get ; correct:  cancel ]
TIME:  0.26721787452697754
SCORE:  10 / 30  ( 0.3333333333333333 )
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  help ; correct:  saymyname ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'deletar'  [predicted:  get ; correct:  delete ]
TIME:  0.277148962020874
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Qual o seu nome ?'  [predicted:  help ; correct:  saymyname ]
b'Listar'  [predicted:  help ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'tenha um bom dia'  [predicted:  help ; correct:  greeting ]
b'Tudo bem, tchau'  [predicted:  help ; correct:  bye ]
b'Meus objetos'  [predicted:  help ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  help ; correct:  get ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Minhas encomendas'  [predicted:  help ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'tchau'  [predicted:  help ; correct:  bye ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  help ; correct:  thanks ]
b'J\xc3\xa1 cadastrou?'  [predicted:  help ; correct:  get ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  help ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Como eu fa\xc3\xa7o?'  [predicted:  help ; correct:  help ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  help ; correct:  get ]
b'Qual seu nome ?'  [predicted:  help ; correct:  saymyname ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  help ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
TIME:  0.26410722732543945
SCORE:  9 / 30  ( 0.3 )
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  help ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  help ; correct:  add ]
b'Cadastrar encomenda'  [predicted:  help ; correct:  add ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Meus objetos'  [predicted:  help ; correct:  get ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Meus itens'  [predicted:  help ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  help ; correct:  bye ]
b'At\xc3\xa9 mais'  [predicted:  help ; correct:  bye ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  help ; correct:  add ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Muito obrigada'  [predicted:  help ; correct:  thanks ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Cadastrar'  [predicted:  help ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  help ; correct:  help ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  help ; correct:  add ]
b'Cadastro'  [predicted:  help ; correct:  add ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  help ; correct:  add ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  help ; correct:  add ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Encomenda'  [predicted:  help ; correct:  get ]
TIME:  0.2627909183502197
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Entrega'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como voc\xc3\xaa funciona'  [predicted:  help ; correct:  help ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Vai tomar no cu'  [predicted:  get ; correct:  bad ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  get ; correct:  bye ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
TIME:  0.2670438289642334
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Todos'  [predicted:  get ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  help ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Todas'  [predicted:  get ; correct:  get ]
TIME:  0.27396106719970703
SCORE:  9 / 30  ( 0.3 )
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Tudo bem'  [predicted:  help ; correct:  ok ]
b'Listar comandos'  [predicted:  help ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Qual o seu nome ?'  [predicted:  help ; correct:  saymyname ]
b'gostaria de procurar um objeto'  [predicted:  help ; correct:  get ]
b'Encomenda'  [predicted:  help ; correct:  get ]
b'Registrar'  [predicted:  help ; correct:  add ]
b'Todas'  [predicted:  help ; correct:  get ]
b'Gostaria de registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Qual seu nome ?'  [predicted:  help ; correct:  saymyname ]
b'Meus itens'  [predicted:  help ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Obrigada'  [predicted:  help ; correct:  thanks ]
b'Eu quero cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'oi'  [predicted:  help ; correct:  welcome ]
b'Todos'  [predicted:  help ; correct:  get ]
b'Obrigado'  [predicted:  help ; correct:  thanks ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'parar'  [predicted:  help ; correct:  cancel ]
b'Gostaria de registrar'  [predicted:  help ; correct:  add ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  help ; correct:  bad ]
b'adicionar um novo pacote'  [predicted:  help ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  help ; correct:  bye ]
b'para'  [predicted:  help ; correct:  cancel ]
b'Beleza'  [predicted:  get ; correct:  ok ]
TIME:  0.2742311954498291
SCORE:  4 / 30  ( 0.13333333333333333 )
b'Todas'  [predicted:  help ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  help ; correct:  get ]
