b'pacote'  [predicted:  ok ; correct:  add ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'Como cadastro uma encomenda?'  [predicted:  delete ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Muito obrigado'  [predicted:  thanks ; correct:  thanks ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  ok ; correct:  get ]
b'sai'  [predicted:  ok ; correct:  cancel ]
b'Novo'  [predicted:  ok ; correct:  add ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  ok ; correct:  delete ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'Listar'  [predicted:  ok ; correct:  get ]
b'J\xc3\xa1 cadastrou?'  [predicted:  ok ; correct:  get ]
b'Remover'  [predicted:  ok ; correct:  delete ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'N\xc3\xa3o'  [predicted:  ok ; correct:  cancel ]
TIME:  0.03528094291687012
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Ol\xc3\xa1'  [predicted:  welcome ; correct:  welcome ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  welcome ; correct:  welcome ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  welcome ; correct:  bad ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  welcome ; correct:  help ]
b'deletar'  [predicted:  welcome ; correct:  delete ]
b'Novo'  [predicted:  welcome ; correct:  add ]
b'Listar'  [predicted:  welcome ; correct:  get ]
b'descadastrar'  [predicted:  welcome ; correct:  delete ]
b'cancelar'  [predicted:  welcome ; correct:  cancel ]
b'Cadastrar encomenda'  [predicted:  welcome ; correct:  add ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Muito obrigada'  [predicted:  thanks ; correct:  thanks ]
b'Como eu fa\xc3\xa7o?'  [predicted:  welcome ; correct:  help ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  welcome ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  add ; correct:  help ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'caralho'  [predicted:  welcome ; correct:  bad ]
b'Cadastro'  [predicted:  welcome ; correct:  add ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'cancela'  [predicted:  welcome ; correct:  cancel ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  welcome ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'ok'  [predicted:  welcome ; correct:  ok ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
TIME:  0.028168916702270508
SCORE:  12 / 30  ( 0.4 )
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'Como voc\xc3\xaa funciona'  [predicted:  ok ; correct:  help ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'tenha um bom dia'  [predicted:  greeting ; correct:  greeting ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  ok ; correct:  delete ]
b'Chega q dia?'  [predicted:  ok ; correct:  get ]
b'Ajuda'  [predicted:  ok ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  ok ; correct:  saymyname ]
b'Quero rastrear uma encomenda'  [predicted:  delete ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  ok ; correct:  bad ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'C\xc3\xb3digo'  [predicted:  ok ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  delete ; correct:  help ]
b'Beleza'  [predicted:  ok ; correct:  ok ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Consultar'  [predicted:  ok ; correct:  get ]
b'De que vc precisa?'  [predicted:  ok ; correct:  help ]
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
TIME:  0.034423112869262695
SCORE:  8 / 30  ( 0.26666666666666666 )
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  ok ; correct:  bad ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
b'Todos'  [predicted:  ok ; correct:  get ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  ok ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'parar'  [predicted:  ok ; correct:  cancel ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  ok ; correct:  help ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'Me ajuda'  [predicted:  help ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  ok ; correct:  help ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'para'  [predicted:  ok ; correct:  cancel ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Listar comandos'  [predicted:  help ; correct:  help ]
b'Vai tomar no cu'  [predicted:  bad ; correct:  bad ]
TIME:  0.03600192070007324
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  welcome ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'ok'  [predicted:  welcome ; correct:  ok ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  welcome ; correct:  welcome ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  welcome ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'descadastrar'  [predicted:  welcome ; correct:  delete ]
b'deletar'  [predicted:  welcome ; correct:  delete ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Cadastrar uma nova encomenda'  [predicted:  add ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  bad ; correct:  bad ]
b'pacote'  [predicted:  welcome ; correct:  add ]
b'\xc3\x93timo!'  [predicted:  welcome ; correct:  ok ]
b'Como funciona'  [predicted:  welcome ; correct:  help ]
b'parar'  [predicted:  welcome ; correct:  cancel ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  welcome ; correct:  welcome ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'para'  [predicted:  welcome ; correct:  cancel ]
TIME:  0.05420708656311035
SCORE:  16 / 30  ( 0.5333333333333333 )
b'para'  [predicted:  cancel ; correct:  cancel ]
b'Remover'  [predicted:  cancel ; correct:  delete ]
b'Burro'  [predicted:  cancel ; correct:  bad ]
b'adicionar'  [predicted:  cancel ; correct:  add ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'parar'  [predicted:  cancel ; correct:  cancel ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  cancel ; correct:  bad ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Como eu fa\xc3\xa7o?'  [predicted:  cancel ; correct:  help ]
b'bom dia'  [predicted:  greeting ; correct:  greeting ]
b'adeus'  [predicted:  cancel ; correct:  bye ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  cancel ; correct:  bad ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'Todos'  [predicted:  cancel ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'adicionar objeto'  [predicted:  cancel ; correct:  add ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Tudo bem'  [predicted:  ok ; correct:  ok ]
b'Cadastrar'  [predicted:  cancel ; correct:  add ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Todas'  [predicted:  cancel ; correct:  get ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  cancel ; correct:  bye ]
b'Quero rastrear uma encomenda'  [predicted:  delete ; correct:  get ]
b'Retirar'  [predicted:  cancel ; correct:  delete ]
b'sai'  [predicted:  cancel ; correct:  cancel ]
b'At\xc3\xa9 mais'  [predicted:  cancel ; correct:  bye ]
TIME:  0.045166730880737305
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Quero ver meus produtos'  [predicted:  cancel ; correct:  get ]
b'ok'  [predicted:  cancel ; correct:  ok ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  cancel ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  cancel ; correct:  welcome ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Ajuda'  [predicted:  cancel ; correct:  help ]
b'Rastrear encomenda'  [predicted:  cancel ; correct:  get ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'Rastrear'  [predicted:  cancel ; correct:  get ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Como voc\xc3\xaa funciona'  [predicted:  cancel ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  add ; correct:  add ]
b'Gostaria de fazer um cadastro'  [predicted:  add ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'Apagar'  [predicted:  cancel ; correct:  delete ]
b'Ol\xc3\xa1'  [predicted:  cancel ; correct:  welcome ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'Beleza'  [predicted:  cancel ; correct:  ok ]
b'gostaria de procurar um objeto'  [predicted:  add ; correct:  get ]
b'Listar'  [predicted:  cancel ; correct:  get ]
b'Consulta'  [predicted:  cancel ; correct:  get ]
b'Gostaria de registrar'  [predicted:  add ; correct:  add ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
TIME:  0.040901899337768555
SCORE:  12 / 30  ( 0.4 )
b'Ajuda'  [predicted:  ok ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  ok ; correct:  delete ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'adeus'  [predicted:  ok ; correct:  bye ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  add ; correct:  add ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  delete ; correct:  get ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'C\xc3\xb3digo'  [predicted:  ok ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  ok ; correct:  help ]
b'adicionar'  [predicted:  ok ; correct:  add ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'Chega q dia?'  [predicted:  ok ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'oi'  [predicted:  ok ; correct:  welcome ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'Cadastro'  [predicted:  ok ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  add ; correct:  add ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  ok ; correct:  help ]
b'adicionar objeto'  [predicted:  add ; correct:  add ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Beleza'  [predicted:  ok ; correct:  ok ]
TIME:  0.05545306205749512
SCORE:  10 / 30  ( 0.3333333333333333 )
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'Lista'  [predicted:  ok ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  bye ; correct:  bye ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como funciona'  [predicted:  ok ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  saymyname ; correct:  saymyname ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  ok ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  bye ; correct:  bye ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  ok ; correct:  help ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Qual seu nome ?'  [predicted:  saymyname ; correct:  saymyname ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  delete ; correct:  get ]
b'Listar'  [predicted:  ok ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
TIME:  0.03336000442504883
SCORE:  18 / 30  ( 0.6 )
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  help ; correct:  help ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Todos'  [predicted:  ok ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  ok ; correct:  add ]
b'Qual seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Remover'  [predicted:  ok ; correct:  delete ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'oi'  [predicted:  ok ; correct:  welcome ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  help ; correct:  help ]
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'Retirar'  [predicted:  ok ; correct:  delete ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  ok ; correct:  saymyname ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Gostaria de registrar'  [predicted:  delete ; correct:  add ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  add ; correct:  get ]
b'sai'  [predicted:  ok ; correct:  cancel ]
b'Qual o seu nome ?'  [predicted:  ok ; correct:  saymyname ]
TIME:  0.029831886291503906
