b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  delete ; correct:  welcome ]
b'adeus'  [predicted:  delete ; correct:  bye ]
b'Cadastrar encomenda'  [predicted:  delete ; correct:  add ]
b'Como cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'boa tarde'  [predicted:  delete ; correct:  greeting ]
b'Gostaria de retirar uma encomenda'  [predicted:  delete ; correct:  delete ]
b'cancela'  [predicted:  delete ; correct:  cancel ]
b'Todas'  [predicted:  delete ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'Todos'  [predicted:  delete ; correct:  get ]
b'consultar minha encomenda'  [predicted:  delete ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'Cadastro'  [predicted:  delete ; correct:  add ]
b'adicionar'  [predicted:  delete ; correct:  add ]
b'cancelar'  [predicted:  delete ; correct:  cancel ]
b'ok'  [predicted:  delete ; correct:  ok ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  delete ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  delete ; correct:  greeting ]
b'Consultar'  [predicted:  delete ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  delete ; correct:  help ]
b'boa noite'  [predicted:  delete ; correct:  greeting ]
b'caralho'  [predicted:  delete ; correct:  bad ]
b'Tudo bem'  [predicted:  delete ; correct:  ok ]
b'De que vc precisa?'  [predicted:  delete ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  delete ; correct:  welcome ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'adicionar objeto'  [predicted:  delete ; correct:  add ]
b'Gostaria de retirar'  [predicted:  delete ; correct:  delete ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  delete ; correct:  help ]
TIME:  0.024402856826782227
SCORE:  5 / 30  ( 0.16666666666666666 )
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Quero cadastrar'  [predicted:  ok ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  greeting ; correct:  greeting ]
b'para'  [predicted:  ok ; correct:  cancel ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  ok ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  ok ; correct:  get ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  ok ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  bad ; correct:  bad ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'Como cadastra?'  [predicted:  ok ; correct:  help ]
b'parar'  [predicted:  ok ; correct:  cancel ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  ok ; correct:  help ]
b'Chega q dia?'  [predicted:  ok ; correct:  get ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  ok ; correct:  saymyname ]
b'Como cadastra a encomenda'  [predicted:  ok ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  ok ; correct:  get ]
TIME:  0.024776220321655273
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Cadastrar uma nova encomenda'  [predicted:  ok ; correct:  add ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  ok ; correct:  bad ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Gostaria de fazer um cadastro'  [predicted:  ok ; correct:  add ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Gostaria de registrar'  [predicted:  ok ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  ok ; correct:  help ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'para'  [predicted:  ok ; correct:  cancel ]
b'como pode me ajudar'  [predicted:  ok ; correct:  help ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'cad\xc3\xaa'  [predicted:  ok ; correct:  get ]
b'Como funciona'  [predicted:  ok ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  ok ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'parar'  [predicted:  ok ; correct:  cancel ]
b'cad\xc3\xaa minha encomenda'  [predicted:  ok ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  ok ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
TIME:  0.02478480339050293
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Cadastrar'  [predicted:  ok ; correct:  add ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Listar comandos'  [predicted:  ok ; correct:  help ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'Burro'  [predicted:  ok ; correct:  bad ]
b'Ol\xc3\xa1'  [predicted:  ok ; correct:  welcome ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  ok ; correct:  welcome ]
b'Cadastrar uma nova encomenda'  [predicted:  ok ; correct:  add ]
b'ok'  [predicted:  ok ; correct:  ok ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'adicionar um novo pacote'  [predicted:  ok ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  ok ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  ok ; correct:  get ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  ok ; correct:  get ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Me ajuda'  [predicted:  ok ; correct:  help ]
b'bom dia'  [predicted:  ok ; correct:  greeting ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Meus itens'  [predicted:  ok ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  ok ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  ok ; correct:  get ]
TIME:  0.024651050567626953
SCORE:  3 / 30  ( 0.1 )
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'adeus'  [predicted:  ok ; correct:  bye ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'Cadastrar'  [predicted:  ok ; correct:  add ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  ok ; correct:  add ]
b'Burro'  [predicted:  ok ; correct:  bad ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  ok ; correct:  add ]
b'Como cadastra?'  [predicted:  ok ; correct:  help ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  ok ; correct:  help ]
b'adicionar'  [predicted:  ok ; correct:  add ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'oi'  [predicted:  ok ; correct:  welcome ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'Cadastro'  [predicted:  ok ; correct:  add ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'bom dia'  [predicted:  ok ; correct:  greeting ]
b'pacote'  [predicted:  ok ; correct:  add ]
b'\xc3\x93timo!'  [predicted:  ok ; correct:  ok ]
b'adicionar objeto'  [predicted:  ok ; correct:  add ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'Cadastrar encomenda'  [predicted:  ok ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'Como voc\xc3\xaa funciona'  [predicted:  help ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
TIME:  0.024602174758911133
SCORE:  4 / 30  ( 0.13333333333333333 )
b'Muito obrigada'  [predicted:  delete ; correct:  thanks ]
b'Gostaria de retirar uma encomenda'  [predicted:  delete ; correct:  delete ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Obrigada'  [predicted:  delete ; correct:  thanks ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  delete ; correct:  bye ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Listar'  [predicted:  delete ; correct:  get ]
b'oi'  [predicted:  delete ; correct:  welcome ]
b'adicionar um novo pacote'  [predicted:  delete ; correct:  add ]
b'Minhas encomendas'  [predicted:  delete ; correct:  get ]
b'ok'  [predicted:  delete ; correct:  ok ]
b'Como cadastrar um objeto?'  [predicted:  help ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  delete ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  add ; correct:  add ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'Ol\xc3\xa1'  [predicted:  delete ; correct:  welcome ]
b'Lista'  [predicted:  delete ; correct:  get ]
b'Gostaria de retirar'  [predicted:  delete ; correct:  delete ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  help ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'Meus objetos'  [predicted:  delete ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  delete ; correct:  bye ]
b'Obrigado'  [predicted:  delete ; correct:  thanks ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  delete ; correct:  welcome ]
b'Gostaria de fazer um rastreamento'  [predicted:  add ; correct:  add ]
TIME:  0.022935867309570312
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Como cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  thanks ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  bad ; correct:  bad ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  thanks ; correct:  saymyname ]
b'Qual seu nome ?'  [predicted:  thanks ; correct:  saymyname ]
b'Cadastro'  [predicted:  thanks ; correct:  add ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Beleza'  [predicted:  thanks ; correct:  ok ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como funciona'  [predicted:  thanks ; correct:  help ]
b'como pode me ajudar'  [predicted:  thanks ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  thanks ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  thanks ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  thanks ; correct:  get ]
b'Apagar'  [predicted:  thanks ; correct:  delete ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Ajuda'  [predicted:  thanks ; correct:  help ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'tenha um bom dia'  [predicted:  greeting ; correct:  greeting ]
b'tchau'  [predicted:  thanks ; correct:  bye ]
b'Cadastrar encomenda'  [predicted:  thanks ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  thanks ; correct:  help ]
b'sair'  [predicted:  thanks ; correct:  cancel ]
b'Como voc\xc3\xaa funciona'  [predicted:  thanks ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  thanks ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  thanks ; correct:  help ]
b'Consulta'  [predicted:  thanks ; correct:  get ]
TIME:  0.029410123825073242
SCORE:  7 / 30  ( 0.23333333333333334 )
b'para'  [predicted:  thanks ; correct:  cancel ]
b'At\xc3\xa9 mais'  [predicted:  thanks ; correct:  bye ]
b'Consultar'  [predicted:  thanks ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'parar'  [predicted:  thanks ; correct:  cancel ]
b'Onde est\xc3\xa1'  [predicted:  thanks ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  thanks ; correct:  ok ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'oi'  [predicted:  thanks ; correct:  welcome ]
b'Quero rastrear um pacote'  [predicted:  thanks ; correct:  get ]
b'Como cadastro?'  [predicted:  thanks ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'pacote'  [predicted:  thanks ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  thanks ; correct:  help ]
b'Obrigado'  [predicted:  thanks ; correct:  thanks ]
b'Como cadastro uma encomenda?'  [predicted:  thanks ; correct:  help ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  thanks ; correct:  help ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero rastrear uma encomenda'  [predicted:  thanks ; correct:  get ]
b'De que vc precisa?'  [predicted:  thanks ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  thanks ; correct:  add ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  thanks ; correct:  get ]
b'Obrigada'  [predicted:  thanks ; correct:  thanks ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'consultar minha encomenda'  [predicted:  thanks ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  thanks ; correct:  help ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  thanks ; correct:  bad ]
b'At\xc3\xa9 logo'  [predicted:  thanks ; correct:  bye ]
TIME:  0.025043964385986328
SCORE:  7 / 30  ( 0.23333333333333334 )
b'C\xc3\xb3digo'  [predicted:  thanks ; correct:  get ]
b'Novo'  [predicted:  thanks ; correct:  add ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  help ; correct:  help ]
b'parar'  [predicted:  thanks ; correct:  cancel ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'sair'  [predicted:  thanks ; correct:  cancel ]
b'Retirar'  [predicted:  thanks ; correct:  delete ]
b'Remover'  [predicted:  thanks ; correct:  delete ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'para'  [predicted:  thanks ; correct:  cancel ]
b'Chega q dia?'  [predicted:  thanks ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  thanks ; correct:  help ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  help ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  thanks ; correct:  add ]
b'sai'  [predicted:  thanks ; correct:  cancel ]
b'tchau'  [predicted:  thanks ; correct:  bye ]
b'Checar minhas encomendas'  [predicted:  thanks ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'tenha um bom dia'  [predicted:  greeting ; correct:  greeting ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  thanks ; correct:  help ]
b'pacote'  [predicted:  thanks ; correct:  add ]
b'Novo pacote'  [predicted:  thanks ; correct:  add ]
b'Entrega'  [predicted:  thanks ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  thanks ; correct:  ok ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  thanks ; correct:  bad ]
b'Encomenda'  [predicted:  thanks ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
TIME:  0.024597883224487305
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Como?'  [predicted:  thanks ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  thanks ; correct:  bye ]
b'Quero rastrear um pacote'  [predicted:  thanks ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  thanks ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  thanks ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'\xc3\x93timo!'  [predicted:  thanks ; correct:  ok ]
b'ok'  [predicted:  thanks ; correct:  ok ]
b'Gostaria de registrar'  [predicted:  thanks ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  thanks ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  thanks ; correct:  welcome ]
b'parar'  [predicted:  thanks ; correct:  cancel ]
b'Ol\xc3\xa1'  [predicted:  thanks ; correct:  welcome ]
b'Burro'  [predicted:  thanks ; correct:  bad ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'bom dia'  [predicted:  thanks ; correct:  greeting ]
b'Quero rastrear uma encomenda'  [predicted:  thanks ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  thanks ; correct:  bye ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  bad ; correct:  bad ]
b'pacote'  [predicted:  thanks ; correct:  add ]
b'para'  [predicted:  thanks ; correct:  cancel ]
b'Como cadastra?'  [predicted:  thanks ; correct:  help ]
b'Cadastrar'  [predicted:  thanks ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  thanks ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  thanks ; correct:  help ]
b'gostaria de procurar um objeto'  [predicted:  thanks ; correct:  get ]
